"genes"	"modules"
"820"	"SERPINA1"	"M2"
"821"	"NPIPA3"	"M5"
"822"	"ECM2"	"M3"
"823"	"X.30"	"M2"
"824"	"CD68"	"M6"
"825"	"LDLR"	"M5"
"826"	"SCX"	"M2"
"827"	"PER2"	"M5"
"828"	"ST6GALNAC2"	"M6"
"829"	"P2RY8"	"Not.Correlated"
"830"	"SFRP4"	"M3"
"831"	"TMEM119"	"M3"
"832"	"SLC38A5"	"M6"
"833"	"NUAK1"	"M6"
"834"	"LAMA1"	"Not.Correlated"
"835"	"P4HA2"	"M8"
"836"	"NMNAT2"	"M4"
"837"	"FRMPD3"	"M4"
"838"	"ATP2C2"	"M5"
"839"	"FRMD6"	"M3"
"840"	"LPL"	"M5"
"841"	"SCN4A"	"M8"
"842"	"PLAU"	"M1"
"843"	"NPM2"	"M2"
"844"	"TRIM45"	"M5"
"845"	"NEB"	"Not.Correlated"
"846"	"PRSS16"	"M10"
"847"	"DACT1"	"M1"
"848"	"CLCNKB"	"M4"
"849"	"QRICH2"	"M8"
"850"	"TMEM176B"	"M1"
"851"	"RELN"	"M3"
"852"	"FAM221A"	"M10"
"853"	"LCN10"	"M7"
"854"	"HGF"	"M1"
"855"	"VGLL3"	"M3"
"856"	"H1.2"	"Not.Correlated"
"857"	"PLCXD1"	"M5"
"858"	"GAL3ST3"	"M4"
"859"	"NOSTRIN"	"M1"
"860"	"GAS1"	"M3"
"861"	"COL9A2"	"Not.Correlated"
"862"	"ASPG"	"M7"
"863"	"X.21"	"M7"
"864"	"PCDH18"	"M3"
"865"	"ANPEP"	"M6"
"866"	"CRISPLD1"	"M3"
"867"	"OLFML3"	"M3"
"868"	"ELAPOR1"	"M4"
"869"	"TNS4"	"M4"
"870"	"HMCN2"	"M9"
"871"	"ERAP2"	"M2"
"872"	"BICDL2"	"M3"
"873"	"TMEM37"	"M10"
"874"	"HK2"	"M5"
"875"	"BMP2"	"M1"
"876"	"SGCD"	"M4"
"877"	"KCNE4"	"M6"
"878"	"RAB3IL1"	"M3"
"879"	"RUNX1"	"M1"
"880"	"FRZB"	"M3"
"881"	"DUSP5"	"M1"
"882"	"PTN"	"M3"
"883"	"ADAMTS2"	"M6"
"884"	"GOLGA8M"	"M4"
"885"	"CORO1A"	"M2"
"886"	"EMID1"	"M5"
"887"	"TNFRSF12A"	"M1"
"888"	"OLFM1"	"M6"
"889"	"NREP"	"M3"
"890"	"CD14"	"M6"
"891"	"KRT19"	"Not.Correlated"
"892"	"SLC1A5"	"M6"
"893"	"TSHZ2"	"M3"
"894"	"LTBP1"	"M9"
"895"	"SEPTIN6"	"M2"
"896"	"IGDCC4"	"M4"
"897"	"TPPP"	"M3"
"898"	"NEGR1"	"M3"
"899"	"LGI3"	"M4"
"900"	"S100A9"	"M2"
"901"	"CNN1"	"M9"
"902"	"KDM5D"	"Not.Correlated"
"903"	"INPP5D"	"M2"
"904"	"MT1M"	"M6"
"905"	"SEC16B"	"M5"
"906"	"THEMIS2"	"M2"
"907"	"SRGAP3"	"M5"
"908"	"PLK3"	"M1"
"909"	"RGS2"	"M2"
"910"	"TBX1"	"M3"
"911"	"CCL2"	"M1"
"912"	"H2BC21"	"M8"
"913"	"ISG20"	"M2"
"914"	"SPTBN5"	"M7"
"915"	"MLKL"	"M2"
"916"	"IER5L"	"M1"
"917"	"STC2"	"M1"
"918"	"NALF2"	"M10"
"919"	"HBEGF"	"M1"
"920"	"MEIS1"	"M3"
"921"	"MECOM"	"M1"
"922"	"PPIL1"	"M10"
"923"	"MAMDC2"	"M3"
"924"	"JAK3"	"M1"
"925"	"SALL4"	"M5"
"926"	"AGT"	"M6"
"927"	"KLF15"	"M7"
"928"	"SPIRE2"	"M5"
"929"	"RGN"	"M4"
"930"	"GFPT2"	"M1"
"931"	"FAS"	"M1"
"932"	"AGTR1"	"M7"
"933"	"SYT7"	"M7"
"934"	"SPHK1"	"M1"
"935"	"HLA.DQA1"	"M2"
"936"	"WNT11"	"M3"
"937"	"PTPRQ"	"M4"
"938"	"PDE4B"	"M1"
"939"	"PLEKHG4B"	"M4"
"940"	"BICC1"	"M3"
"941"	"KITLG"	"M3"
"942"	"ASPN"	"M3"
"943"	"COL8A2"	"M1"
"944"	"PLAAT4"	"M2"
"945"	"PANX2"	"M7"
"946"	"GUCY1A1"	"M3"
"947"	"PTTG1"	"M7"
"948"	"AMY1B"	"M1"
"949"	"ZNF449"	"M8"
"950"	"PLEKHG4"	"M5"
"951"	"PLEKHA6"	"M3"
"952"	"ABCG1"	"M1"
"953"	"AVIL"	"M8"
"954"	"AQP4"	"M1"
"955"	"RND2"	"M7"
"956"	"PLN"	"M9"
"957"	"STXBP5L"	"M4"
"958"	"SMYD3"	"M2"
"959"	"ACAP1"	"M2"
"960"	"PROCR"	"M6"
"961"	"C1QB"	"M6"
"962"	"PTGIR"	"M1"
"963"	"GALNT9"	"M2"
"964"	"PTPRCAP"	"M2"
"965"	"RND3"	"M6"
"966"	"PRRT2"	"M3"
"967"	"PALMD"	"M9"
"968"	"RASSF2"	"M2"
"969"	"ADCY7"	"M2"
"970"	"APLNR"	"M3"
"971"	"DERL3"	"M10"
"972"	"SEMA6B"	"M1"
"973"	"VCAM1"	"M1"
"974"	"FAM13C"	"M5"
"975"	"TMEM229B"	"M4"
"976"	"SH3RF2"	"M4"
"977"	"ADRA2A"	"M1"
"978"	"SCN3B"	"Not.Correlated"
"979"	"MALL"	"Not.Correlated"
"980"	"PI16"	"M3"
"981"	"GPRIN3"	"M2"
"982"	"PDE3A"	"M9"
"983"	"CCDC85A"	"M8"
"984"	"FADS1"	"M5"
"985"	"MUC3A"	"Not.Correlated"
"986"	"ZDHHC11B"	"M5"
"987"	"CPXM1"	"M3"
"988"	"NELL2"	"M4"
"989"	"IER3"	"M1"
"990"	"LIMD2"	"M2"
"991"	"LTF"	"M10"
"992"	"ITGB6"	"M1"
"993"	"ACTG2"	"M9"
"994"	"CNR1"	"M7"
"995"	"TRAF5"	"M2"
"996"	"RASSF5"	"M2"
"997"	"EBF3"	"M3"
"998"	"DNM1"	"M3"
"999"	"DTX1"	"M3"
"1000"	"KBTBD11"	"M3"
"1001"	"SLC29A4"	"M4"
"1002"	"C1QC"	"M6"
"1003"	"X.155"	"M3"
"1004"	"CAVIN3"	"M3"
"1005"	"CFHR1"	"M3"
"1006"	"ADAM19"	"M2"
"1007"	"CNTFR"	"M3"
"1008"	"TCERG1L"	"Not.Correlated"
"1009"	"SLC6A12"	"M7"
"1010"	"ITGB2"	"M2"
"1011"	"GPER1"	"M4"
"1012"	"SPON2"	"M3"
"1013"	"GFOD1"	"M6"
"1014"	"NABP1"	"M1"
"1015"	"FGD2"	"M2"
"1016"	"MRC1"	"M6"
"1017"	"SLCO4A1"	"M6"
"1018"	"SYT14"	"M4"
"1019"	"EFR3B"	"M5"
"1020"	"SPON1"	"M6"
"1021"	"DDX3Y"	"Not.Correlated"
"1022"	"GALNT17"	"M4"
"1023"	"DCLK1"	"M3"
"1024"	"FADS2"	"M5"
"1025"	"UNC13D"	"M2"
"1026"	"ARHGEF35"	"M2"
"1027"	"IGSF10"	"M3"
"1028"	"ETHE1"	"M1"
"1029"	"KCNAB2"	"M2"
"1030"	"CLEC2B"	"M1"
"1031"	"PLIN5"	"M7"
"1032"	"STARD5"	"M2"
"1033"	"SDCBP2"	"M4"
"1034"	"OAS3"	"M2"
"1035"	"SLC16A11"	"M2"
"1036"	"TMEM176A"	"M1"
"1037"	"RIMS4"	"M2"
"1038"	"MRGPRF"	"M9"
"1039"	"GFRA1"	"M3"
"1040"	"ENPP2"	"M2"
"1041"	"RASGRP2"	"M2"
"1042"	"PIR"	"M5"
"1043"	"OMD"	"M3"
"1044"	"ME1"	"M5"
"1045"	"SPX"	"M4"
"1046"	"LONRF3"	"M4"
"1047"	"MFAP5"	"M3"
"1048"	"PSMB9"	"M2"
"1049"	"NRG1"	"M2"
"1050"	"GATA2"	"M1"
"1051"	"SCD"	"M5"
"1052"	"TMEM233"	"Not.Correlated"
"1053"	"ITGBL1"	"M3"
"1054"	"RANBP17"	"M2"
"1055"	"FAM43A"	"M6"
"1056"	"FHL5"	"M9"
"1057"	"TMPRSS13"	"M4"
"1058"	"X.162"	"Not.Correlated"
"1059"	"DNASE1L2"	"M8"
"1060"	"GOLGA8Q"	"M4"
"1061"	"SOX7"	"M1"
"1062"	"PLAC9"	"M3"
"1063"	"SLC11A1"	"M2"
"1064"	"GPM6A"	"M4"
"1065"	"BIRC3"	"M2"
"1066"	"TIMP4"	"M7"
"1067"	"C1QA"	"M6"
"1068"	"PLIN4"	"M9"
"1069"	"OAS2"	"M2"
"1070"	"FERMT3"	"M2"
"1071"	"CCDC88B"	"M2"
"1072"	"ZNF714"	"M7"
"1073"	"COL11A2"	"M5"
"1074"	"SYTL2"	"M9"
"1075"	"DISP2"	"M7"
"1076"	"FBP1"	"M6"
"1077"	"SHISA2"	"M4"
"1078"	"IL7R"	"M2"
"1079"	"CAPN5"	"M3"
"1080"	"SCNN1B"	"Not.Correlated"
"1081"	"RAB7B"	"M1"
"1082"	"CEBPA"	"M1"
"1083"	"CA2"	"M1"
"1084"	"GOLGA8O"	"M4"
"1085"	"RCSD1"	"M2"
"1086"	"DNASE1L3"	"Not.Correlated"
"1087"	"MX2"	"M2"
"1088"	"PRRG4"	"M7"
"1089"	"MLXIPL"	"M10"
"1090"	"OLFM2"	"M5"
"1091"	"DEF6"	"M2"
"1092"	"CECR2"	"M5"
"1093"	"CPED1"	"M3"
"1094"	"GPSM3"	"M2"
"1095"	"ALPL"	"M5"
"1096"	"IP6K3"	"M2"
"1097"	"SNAI1"	"M5"
"1098"	"FIBIN"	"M6"
"1099"	"ADAMTSL3"	"M3"
"1100"	"KCNT2"	"M1"
"1101"	"LYZ"	"M2"
"1102"	"ANGPT1"	"M3"
"1103"	"CSF3R"	"M2"
"1104"	"RRAD"	"M10"
"1105"	"IL10RA"	"M2"
"1106"	"ADCY1"	"Not.Correlated"
"1107"	"PALM3"	"Not.Correlated"
"1108"	"RARRES1"	"M1"
"1109"	"MDK"	"M5"
"1110"	"OLFML1"	"M3"
"1111"	"GALNT16"	"M3"
"1112"	"HSD11B2"	"M2"
"1113"	"PGAP4"	"M2"
"1114"	"BRCA1"	"M7"
"1115"	"TMEM171"	"M4"
"1116"	"LAMA3"	"M2"
"1117"	"MEOX2"	"M3"
"1118"	"S1PR3"	"M6"
"1119"	"TENM1"	"M10"
"1120"	"PCDH9"	"Not.Correlated"
"1121"	"TMEM178A"	"M5"
"1122"	"PCDH17"	"Not.Correlated"
"1123"	"CRYGN"	"M4"
"1124"	"ADGRB2"	"Not.Correlated"
"1125"	"C1orf116"	"M7"
"1126"	"MS4A6A"	"M6"
"1127"	"CLDN8"	"M4"
"1128"	"PDK1"	"M2"
"1129"	"MYO1F"	"M2"
"1130"	"LCP2"	"M2"
"1131"	"GADD45G"	"M7"
"1132"	"FOLR1"	"M4"
"1133"	"X.50"	"M5"
"1134"	"HLX"	"M2"
"1135"	"PLCH2"	"M7"
"1136"	"MYOM1"	"M9"
"1137"	"PDLIM4"	"M1"
"1138"	"SFRP1"	"M3"
"1139"	"B3GAT1"	"Not.Correlated"
"1140"	"SLC16A12"	"M7"
"1141"	"CD37"	"M2"
"1142"	"FOXC1"	"M1"
"1143"	"CSF1R"	"M6"
"1144"	"FBLN7"	"M3"
"1145"	"HOXB3"	"M2"
"1146"	"GABRB3"	"M4"
"1147"	"ZSCAN31"	"M2"
"1148"	"TNFRSF25"	"M5"
"1149"	"PNMA8A"	"M4"
"1150"	"ELF3"	"M1"
"1151"	"TMC8"	"M2"
"1152"	"RASL11A"	"M6"
"1153"	"SNAI2"	"M6"
"1154"	"CD4"	"M2"
"1155"	"INCENP"	"M7"
"1156"	"TMEM273"	"M2"
"1157"	"HMGB3"	"M4"
"1158"	"PLXDC1"	"M2"
"1159"	"SLC30A2"	"M7"
"1160"	"VIT"	"M3"
"1161"	"CD53"	"M2"
"1162"	"COL25A1"	"M2"
"1163"	"DOCK10"	"M2"
"1164"	"BEX5"	"M2"
"1165"	"PRODH"	"M7"
"1166"	"FGR"	"M2"
"1167"	"MT1H"	"M4"
"1168"	"GDF10"	"M3"
"1169"	"HMCN1"	"M3"
"1170"	"NPY1R"	"M3"
"1171"	"CPZ"	"M3"
"1172"	"RGS11"	"M3"
"1173"	"ABCB1"	"M1"
"1174"	"ALDH1L2"	"M3"
"1175"	"PPP1R16B"	"M2"
"1176"	"LRRC7"	"M4"
"1177"	"CLCF1"	"M1"
"1178"	"GPT2"	"Not.Correlated"
"1179"	"CYP21A2"	"M1"
"1180"	"FCGR2A"	"M6"
"1181"	"EDA2R"	"Not.Correlated"
"1182"	"APCDD1"	"M7"
"1183"	"TCF7"	"M2"
"1184"	"HSD17B6"	"M4"
"1185"	"GOLGA8R"	"M4"
"1186"	"FXYD1"	"M3"
"1187"	"ZC3H12A"	"M1"
"1188"	"SLITRK5"	"M4"
"1189"	"NR4A3"	"M1"
"1190"	"CLDN1"	"M1"
"1191"	"TLE6"	"M10"
"1192"	"CCDC88C"	"M2"
"1193"	"GPR146"	"M6"
"1194"	"ZMAT4"	"M4"
"1195"	"SLC9A3"	"M5"
"1196"	"RASL12"	"M9"
"1197"	"BMP8A"	"M4"
"1198"	"TEKTIP1"	"M5"
"1199"	"FGF17"	"M8"
"1200"	"CEP295NL"	"M3"
"1201"	"HYDIN"	"M5"
"1202"	"CHRNA7"	"M4"
"1203"	"X.34"	"M2"
"1204"	"LDB3"	"M7"
"1205"	"TMEM45A"	"M6"
"1206"	"FGD3"	"M2"
"1207"	"ATP10A"	"M6"
"1208"	"NPIPB15"	"Not.Correlated"
"1209"	"MFSD2A"	"M5"
"1210"	"MARCHF1"	"M2"
"1211"	"CCDC74B"	"M5"
"1212"	"DNAH6"	"M5"
"1213"	"ABCC8"	"Not.Correlated"
"1214"	"PLCB2"	"M2"
"1215"	"HERC6"	"M2"
"1216"	"SEMA3A"	"M1"
"1217"	"STEAP3"	"M10"
"1218"	"PLA2G4C"	"M7"
"1219"	"NCALD"	"M3"
"1220"	"CFAP43"	"M5"
"1221"	"SLC14A1"	"M1"
"1222"	"DENND1C"	"M2"
"1223"	"KCNK3"	"M5"
"1224"	"COLEC11"	"Not.Correlated"
"1225"	"CCDC187"	"M5"
"1226"	"SLC16A7"	"M1"
"1227"	"MCTP1"	"M1"
"1228"	"PLCH1"	"M4"
"1229"	"FOXF1"	"M1"
"1230"	"MUSTN1"	"M9"
"1231"	"RASAL3"	"M2"
"1232"	"MYO7B"	"M8"
"1233"	"STK32A"	"Not.Correlated"
"1234"	"GRAMD1B"	"Not.Correlated"
"1235"	"SLC7A11"	"M5"
"1236"	"BEX1"	"M2"
"1237"	"CCDC13"	"M4"
"1238"	"PTCH2"	"M3"
"1239"	"IL6R"	"M4"
"1240"	"GRB7"	"M1"
"1241"	"HAPLN3"	"M1"
"1242"	"ABCG2"	"M1"
"1243"	"SSC5D"	"M3"
"1244"	"KNDC1"	"M5"
"1245"	"IFIT3"	"M2"
"1246"	"GJA5"	"M2"
"1247"	"DOC2B"	"M6"
"1248"	"PCSK4"	"M5"
"1249"	"PHYHIPL"	"M5"
"1250"	"SLC6A9"	"M10"
"1251"	"TRERF1"	"M1"
"1252"	"WNT5A"	"M3"
"1253"	"OSR1"	"M3"
"1254"	"MAL"	"M4"
"1255"	"RPS26"	"Not.Correlated"
"1256"	"FAM167B"	"M8"
"1257"	"PLXNC1"	"M2"
"1258"	"SESN2"	"M5"
"1259"	"DUSP8"	"M1"
"1260"	"ABCA13"	"M4"
"1261"	"BLNK"	"Not.Correlated"
"1262"	"TUFT1"	"M1"
"1263"	"IRX3"	"M3"
"1264"	"IFIT1"	"M2"
"1265"	"CASP1"	"M2"
"1266"	"ITGA2B"	"M5"
"1267"	"LRATD1"	"M7"
"1268"	"BNIPL"	"M3"
"1269"	"TMEM100"	"M3"
"1270"	"DGAT2"	"M5"
"1271"	"BDKRB2"	"M1"
"1272"	"ATP1A2"	"M9"
"1273"	"HLA.G"	"M2"
"1274"	"CDO1"	"M3"
"1275"	"GNB3"	"M5"
"1276"	"UCHL1"	"M5"
"1277"	"ARHGAP22"	"M1"
"1278"	"LGR6"	"Not.Correlated"
"1279"	"MDH1B"	"M5"
"1280"	"KCNE3"	"M1"
"1281"	"ARHGEF38"	"M3"
"1282"	"TBX22"	"M4"
"1283"	"OSGIN1"	"M5"
"1284"	"CREB5"	"M3"
"1285"	"SERPINF2"	"M6"
"1286"	"TLR2"	"M2"
"1287"	"PRUNE2"	"M9"
"1288"	"RND1"	"M1"
"1289"	"ITGAX"	"M2"
"1290"	"GEN1"	"Not.Correlated"
"1291"	"ZGLP1"	"M8"
"1292"	"SLC9A9"	"M6"
"1293"	"BNC2"	"M3"
"1294"	"TMEM139"	"M4"
"1295"	"PANK1"	"M2"
"1296"	"SAMD9"	"M2"
"1297"	"UBXN10"	"M5"
"1298"	"PARVG"	"M2"
"1299"	"SCNN1G"	"M5"
"1300"	"CPLX1"	"M1"
"1301"	"DCDC2"	"M6"
"1302"	"TNFRSF10D"	"M1"
