"genes"	"modules"
"787"	"CECR2"	"M5"
"788"	"NR4A2"	"M2"
"789"	"GDF10"	"M1"
"790"	"CSF1R"	"M7"
"791"	"VCAN"	"M5"
"792"	"HLA.DRB5"	"M7"
"793"	"ADAMTSL2"	"M5"
"794"	"CA4"	"Not.Correlated"
"795"	"DUSP10"	"Not.Correlated"
"796"	"ANGPTL1"	"M2"
"797"	"CD248"	"M5"
"798"	"KCNJ11"	"Not.Correlated"
"799"	"PTPDC1"	"M2"
"800"	"GPR160"	"M1"
"801"	"CLSTN2"	"Not.Correlated"
"802"	"SLC2A3"	"M2"
"803"	"NID2"	"Not.Correlated"
"804"	"AGR2"	"Not.Correlated"
"805"	"RAB31"	"M5"
"806"	"DLK1"	"M8"
"807"	"COL4A3"	"M1"
"808"	"INMT"	"M4"
"809"	"COL9A3"	"Not.Correlated"
"810"	"SYCP2"	"M1"
"811"	"RELB"	"M2"
"812"	"ZFAND2A"	"Not.Correlated"
"813"	"ANTXR1"	"M4"
"814"	"MTUS2"	"M3"
"815"	"IFI6"	"M5"
"816"	"RGS1"	"M7"
"817"	"DPP10"	"M1"
"818"	"HOGA1"	"M1"
"819"	"ZNF436"	"Not.Correlated"
"820"	"LAMC3"	"Not.Correlated"
"821"	"ABHD5"	"M3"
"822"	"KCTD16"	"M1"
"823"	"XAF1"	"M5"
"824"	"IGFBP6"	"M4"
"825"	"KDELR3"	"M1"
"826"	"DPYSL3"	"M4"
"827"	"COL14A1"	"M4"
"828"	"WNT5A"	"Not.Correlated"
"829"	"SCN7A"	"M4"
"830"	"ADAMTS4"	"M2"
"831"	"SUSD4"	"M8"
"832"	"GPHA2"	"M1"
"833"	"C1QA"	"M7"
"834"	"FDXR"	"Not.Correlated"
"835"	"MUC5B"	"Not.Correlated"
"836"	"SLC6A6"	"M4"
"837"	"PLAAT5"	"M1"
"838"	"HES6"	"Not.Correlated"
"839"	"RUNX1"	"M2"
"840"	"LRP4"	"Not.Correlated"
"841"	"RBP4"	"M8"
"842"	"CCL28"	"Not.Correlated"
"843"	"NR0B2"	"Not.Correlated"
"844"	"NEGR1"	"M4"
"845"	"PAX6"	"M8"
"846"	"RHOV"	"M3"
"847"	"SV2B"	"Not.Correlated"
"848"	"APOL1"	"M5"
"849"	"ABCA6"	"M4"
"850"	"CD14"	"M7"
"851"	"IZUMO4"	"M3"
"852"	"IRF7"	"M2"
"853"	"SLC13A3"	"M1"
"854"	"ITGB2"	"M7"
"855"	"PCSK2"	"M8"
"856"	"CAPN5"	"M4"
"857"	"S100A9"	"M7"
"858"	"SPOCK1"	"M7"
"859"	"KCNMA1"	"M8"
"860"	"CRP"	"M3"
"861"	"SPON1"	"M5"
"862"	"CCDC183"	"M6"
"863"	"CPLX2"	"M8"
"864"	"BST2"	"M5"
"865"	"SLC15A2"	"M3"
"866"	"FKBP1C"	"Not.Correlated"
"867"	"GPC3"	"M4"
"868"	"ADA2"	"Not.Correlated"
"869"	"SNX10"	"M3"
"870"	"MTHFD1L"	"M2"
"871"	"LCN2"	"M6"
"872"	"FADS2"	"M5"
"873"	"SQLE"	"M6"
"874"	"OLFML2A"	"M2"
"875"	"PLAT"	"M4"
"876"	"SIPA1L2"	"M1"
"877"	"SLC38A4"	"Not.Correlated"
"878"	"SLC34A2"	"M2"
"879"	"HBA2"	"Not.Correlated"
"880"	"ODF3B"	"M2"
"881"	"CACNA1A"	"M8"
"882"	"ADCY1"	"Not.Correlated"
"883"	"SLC44A4"	"M6"
"884"	"FABP4"	"Not.Correlated"
"885"	"LAMA3"	"Not.Correlated"
"886"	"MDK"	"M1"
"887"	"IRAK3"	"M7"
"888"	"SMOC1"	"M2"
"889"	"HMGB3"	"M3"
"890"	"SLC22A31"	"Not.Correlated"
"891"	"ATP4A"	"Not.Correlated"
"892"	"SCG3"	"M8"
"893"	"IQCN"	"Not.Correlated"
"894"	"PTGER3"	"Not.Correlated"
"895"	"KRT13"	"Not.Correlated"
"896"	"KLF2"	"M4"
"897"	"LOXL4"	"M8"
"898"	"SCN1B"	"M1"
"899"	"CAVIN2"	"Not.Correlated"
"900"	"CLDN5"	"M2"
"901"	"LTBP1"	"M4"
"902"	"SDCBP2"	"M3"
"903"	"TFPI2"	"M6"
"904"	"CXXC4"	"M2"
"905"	"PCDH9"	"Not.Correlated"
"906"	"SYTL5"	"M1"
"907"	"ADGRD1"	"M6"
"908"	"RGPD2"	"Not.Correlated"
"909"	"UNC79"	"M8"
"910"	"APBA2"	"M1"
"911"	"SLC5A9"	"M3"
"912"	"CYP3A4"	"M2"
"913"	"KITLG"	"M2"
"914"	"CTSK"	"M4"
"915"	"SERPINF2"	"Not.Correlated"
"916"	"SATB2"	"M1"
"917"	"AVIL"	"Not.Correlated"
"918"	"SPEG"	"M8"
"919"	"PDZK1"	"M1"
"920"	"NACA2"	"Not.Correlated"
"921"	"ACY3"	"M1"
"922"	"KLF4"	"Not.Correlated"
"923"	"MFAP2"	"Not.Correlated"
"924"	"SLC2A14"	"M1"
"925"	"ANKRD22"	"M3"
"926"	"PCDHB4"	"Not.Correlated"
"927"	"ANKRD65"	"Not.Correlated"
"928"	"ISLR"	"M4"
"929"	"LRRC37A"	"Not.Correlated"
"930"	"LEPR"	"Not.Correlated"
"931"	"FER1L5"	"M1"
"932"	"NEB"	"Not.Correlated"
"933"	"ATAD3C"	"Not.Correlated"
"934"	"S100A4"	"M5"
"935"	"CORO1A"	"M7"
"936"	"P2RY1"	"M8"
"937"	"VSIG4"	"M7"
"938"	"KCNE4"	"M2"
"939"	"LAMA1"	"Not.Correlated"
"940"	"CELF2"	"M7"
"941"	"CTH"	"M1"
"942"	"ZDHHC11"	"Not.Correlated"
"943"	"AKR1C2"	"Not.Correlated"
"944"	"MAFF"	"M2"
"945"	"VGF"	"M1"
"946"	"BEX5"	"M5"
"947"	"DNLZ"	"M1"
"948"	"SLC8A2"	"M1"
"949"	"PTPRH"	"M2"
"950"	"CREB5"	"M6"
"951"	"PTPRC"	"M7"
"952"	"CRLF1"	"Not.Correlated"
"953"	"CHST11"	"M3"
"954"	"GFRA1"	"Not.Correlated"
"955"	"ADM"	"Not.Correlated"
"956"	"IL18"	"Not.Correlated"
"957"	"ADAM28"	"M5"
"958"	"SLC7A5"	"M2"
"959"	"S1PR3"	"Not.Correlated"
"960"	"MS4A6A"	"M7"
"961"	"PTX3"	"M2"
"962"	"RANBP17"	"M5"
"963"	"MTMR11"	"M1"
"964"	"HAND2"	"M4"
"965"	"CHI3L1"	"M2"
"966"	"IRAG1"	"M4"
"967"	"TPSAB1"	"M4"
"968"	"DDC"	"M1"
"969"	"PALMD"	"Not.Correlated"
"970"	"HLA.DQB1"	"M7"
"971"	"VTN"	"Not.Correlated"
"972"	"IGF1"	"M5"
"973"	"ASB14"	"M3"
"974"	"GEN1"	"Not.Correlated"
"975"	"LOX"	"M5"
"976"	"RIPOR3"	"Not.Correlated"
"977"	"KLB"	"M1"
"978"	"TPSB2"	"Not.Correlated"
"979"	"CYBB"	"M7"
"980"	"SLC11A1"	"M7"
"981"	"IFI44"	"M5"
"982"	"PON3"	"M2"
"983"	"STX1A"	"M8"
"984"	"PAPLN"	"M7"
"985"	"CHRDL1"	"M4"
"986"	"H2BC21"	"Not.Correlated"
"987"	"ST3GAL4"	"M1"
"988"	"MT1H"	"Not.Correlated"
"989"	"SLC6A20"	"M2"
"990"	"EDN3"	"M8"
"991"	"BDH1"	"M3"
"992"	"RGPD1"	"Not.Correlated"
"993"	"ATP10B"	"M3"
"994"	"ACKR1"	"M5"
"995"	"CNIH3"	"M1"
"996"	"GVQW3"	"M1"
"997"	"DDX3Y"	"Not.Correlated"
"998"	"HBA1"	"Not.Correlated"
"999"	"RGCC"	"Not.Correlated"
"1000"	"PCSK1"	"M8"
"1001"	"DBP"	"M3"
"1002"	"FAM161A"	"M2"
"1003"	"HES4"	"Not.Correlated"
"1004"	"TLDC2"	"M3"
"1005"	"PPP1R1A"	"M8"
"1006"	"AGT"	"M6"
"1007"	"MAPK15"	"M1"
"1008"	"PRAG1"	"M6"
"1009"	"NPIPB15"	"Not.Correlated"
"1010"	"TMEM132A"	"M1"
"1011"	"NRTN"	"M1"
"1012"	"ZNF85"	"M2"
"1013"	"LSMEM1"	"M7"
"1014"	"SGSM1"	"M3"
"1015"	"CD84"	"Not.Correlated"
"1016"	"HSPB7"	"Not.Correlated"
"1017"	"ANXA10"	"M3"
"1018"	"LSP1"	"M5"
"1019"	"GPRC5A"	"M2"
"1020"	"GLYCTK"	"M3"
"1021"	"SCART1"	"M5"
"1022"	"TPPP3"	"M5"
"1023"	"CCDC141"	"M1"
"1024"	"UCHL1"	"M8"
"1025"	"GBP3"	"M1"
"1026"	"SNAI2"	"M1"
"1027"	"SLC39A4"	"Not.Correlated"
"1028"	"CAPN13"	"Not.Correlated"
"1029"	"SLIT2"	"M4"
"1030"	"HLA.DMB"	"M7"
"1031"	"GSTT2B"	"Not.Correlated"
"1032"	"DIRAS1"	"Not.Correlated"
"1033"	"POU5F1"	"Not.Correlated"
"1034"	"POMC"	"Not.Correlated"
"1035"	"CLDN2"	"M6"
"1036"	"LYVE1"	"M7"
"1037"	"LGI4"	"Not.Correlated"
"1038"	"PPP1R14A"	"M3"
"1039"	"ACP5"	"M2"
"1040"	"WDR25"	"M3"
"1041"	"RGS16"	"M8"
"1042"	"LSAMP"	"M4"
"1043"	"GCSAM"	"M1"
"1044"	"H2AC6"	"Not.Correlated"
"1045"	"PCSK9"	"Not.Correlated"
"1046"	"GALNT17"	"M2"
"1047"	"KBTBD12"	"M4"
"1048"	"FGA"	"M3"
"1049"	"SPTBN5"	"Not.Correlated"
"1050"	"TRIM69"	"M2"
"1051"	"RASGRP3"	"M2"
"1052"	"FGF7"	"M2"
"1053"	"OAS3"	"M6"
"1054"	"DUSP5"	"M2"
"1055"	"VXN"	"M2"
"1056"	"ANKRD24"	"Not.Correlated"
"1057"	"COLEC11"	"Not.Correlated"
"1058"	"PTPRD"	"Not.Correlated"
"1059"	"CILP"	"M4"
"1060"	"CAPN6"	"Not.Correlated"
"1061"	"DNAH5"	"M3"
"1062"	"CNKSR2"	"M2"
"1063"	"NECTIN4"	"M3"
"1064"	"CELF3"	"M8"
"1065"	"GPX2"	"M6"
"1066"	"TRIM7"	"Not.Correlated"
"1067"	"MUC3A"	"Not.Correlated"
"1068"	"LPL"	"Not.Correlated"
"1069"	"RANGRF"	"Not.Correlated"
"1070"	"REEP1"	"M1"
"1071"	"UCP2"	"M7"
"1072"	"ATOH8"	"Not.Correlated"
"1073"	"NCAM1"	"M8"
"1074"	"FCGR2A"	"M7"
"1075"	"FBXW12"	"M1"
"1076"	"F2R"	"M4"
"1077"	"TMEM266"	"M1"
"1078"	"BBC3"	"Not.Correlated"
"1079"	"MYLK2"	"M2"
"1080"	"MRC1"	"M7"
"1081"	"CFC1"	"M8"
"1082"	"FNDC4"	"M2"
"1083"	"DHRS2"	"Not.Correlated"
"1084"	"S100A14"	"M6"
"1085"	"DNAH7"	"Not.Correlated"
"1086"	"ANGPTL2"	"M4"
"1087"	"ITM2A"	"Not.Correlated"
"1088"	"FAM153A"	"Not.Correlated"
"1089"	"CCDC144A"	"Not.Correlated"
"1090"	"FAM240C"	"M5"
"1091"	"GFPT2"	"M2"
"1092"	"H2BC12"	"M3"
"1093"	"PDE11A"	"M3"
"1094"	"FUT3"	"M6"
"1095"	"STC1"	"M2"
"1096"	"KRT5"	"Not.Correlated"
"1097"	"PIEZO2"	"Not.Correlated"
"1098"	"SLC6A9"	"Not.Correlated"
"1099"	"MAMDC2"	"M2"
"1100"	"NCCRP1"	"M8"
"1101"	"ZSCAN31"	"Not.Correlated"
"1102"	"KCNAB2"	"M7"
"1103"	"IFIT1"	"M3"
"1104"	"ERAP2"	"Not.Correlated"
"1105"	"TENM3"	"Not.Correlated"
"1106"	"CXCL14"	"M4"
"1107"	"HTRA3"	"M4"
"1108"	"DOK7"	"M1"
"1109"	"SYT13"	"M8"
"1110"	"FUT9"	"Not.Correlated"
"1111"	"SUSD2"	"M5"
"1112"	"PTGIS"	"M5"
"1113"	"TSHZ2"	"M4"
"1114"	"WDR72"	"Not.Correlated"
"1115"	"FGL2"	"M4"
"1116"	"CCL14"	"Not.Correlated"
"1117"	"CD53"	"M7"
"1118"	"MGAT3"	"Not.Correlated"
"1119"	"GRPR"	"M1"
"1120"	"LAMC2"	"M6"
"1121"	"PRUNE2"	"M8"
"1122"	"GALNT16"	"M4"
"1123"	"AJAP1"	"Not.Correlated"
"1124"	"SLC17A9"	"Not.Correlated"
"1125"	"ASPN"	"M4"
"1126"	"SLC27A2"	"M4"
"1127"	"GJC3"	"M1"
"1128"	"EMCN"	"M3"
"1129"	"PCSK6"	"Not.Correlated"
"1130"	"EPPK1"	"Not.Correlated"
"1131"	"HILPDA"	"M2"
"1132"	"MYO1F"	"M7"
"1133"	"CMKLR1"	"M5"
"1134"	"PIFO"	"M2"
"1135"	"CXCL1"	"M6"
"1136"	"RADIL"	"Not.Correlated"
