"genes"	"modules"
"831"	"DSCAML1"	"M2"
"832"	"SCARA5"	"M4"
"833"	"F13A1"	"M5"
"834"	"KCNIP3"	"M6"
"835"	"LCN10"	"M1"
"836"	"STAMBPL1"	"M1"
"837"	"TRAF4"	"M3"
"838"	"ITGA6"	"M1"
"839"	"LRATD1"	"M5"
"840"	"IRAK3"	"M1"
"841"	"ADM"	"M1"
"842"	"ESAM"	"M1"
"843"	"MUC20"	"M5"
"844"	"SORT1"	"M1"
"845"	"AKR1C1"	"M4"
"846"	"SQLE"	"M4"
"847"	"GASK1A"	"M1"
"848"	"GPC6"	"M1"
"849"	"RAB3A"	"M3"
"850"	"RASL12"	"M1"
"851"	"ADRB3"	"M2"
"852"	"RRAD"	"M1"
"853"	"KCNE4"	"M3"
"854"	"PRR5L"	"M4"
"855"	"SVEP1"	"M1"
"856"	"MYO7A"	"M2"
"857"	"ICAM1"	"M5"
"858"	"CCDC74A"	"M1"
"859"	"X.22"	"M1"
"860"	"CSRP2"	"M1"
"861"	"IFI27"	"M1"
"862"	"RHBG"	"M2"
"863"	"G0S2"	"M2"
"864"	"CILP"	"M1"
"865"	"ZNF469"	"M6"
"866"	"ARHGEF39"	"M1"
"867"	"PDE3A"	"M1"
"868"	"INSYN1"	"M1"
"869"	"SLC7A5"	"M1"
"870"	"PABIR3"	"M2"
"871"	"TPD52L1"	"M2"
"872"	"HAS1"	"M3"
"873"	"HCLS1"	"M5"
"874"	"CCDC107"	"M1"
"875"	"EFNA1"	"M3"
"876"	"COL4A3"	"M1"
"877"	"NEDD9"	"M1"
"878"	"DTNA"	"M1"
"879"	"SPOCK2"	"M1"
"880"	"NUDT10"	"M2"
"881"	"CDH5"	"M1"
"882"	"ALDH1B1"	"M1"
"883"	"PCSK6"	"M2"
"884"	"REPS2"	"M2"
"885"	"LGI4"	"M1"
"886"	"CD14"	"M5"
"887"	"STARD4"	"M4"
"888"	"CISH"	"M3"
"889"	"SEMA7A"	"M6"
"890"	"EDIL3"	"M1"
"891"	"CATSPER2"	"M1"
"892"	"CPAMD8"	"M4"
"893"	"NDP"	"M2"
"894"	"TC2N"	"M2"
"895"	"RNF152"	"M1"
"896"	"JADE3"	"M1"
"897"	"SRGAP3"	"M4"
"898"	"X.32"	"M5"
"899"	"CD82"	"M1"
"900"	"SLIT2"	"M1"
"901"	"CYGB"	"M1"
"902"	"TIE1"	"M1"
"903"	"KLK10"	"M1"
"904"	"INPP4B"	"M1"
"905"	"AJAP1"	"M2"
"906"	"BMPR1B"	"M4"
"907"	"MXRA5"	"M1"
"908"	"LRRC2"	"M4"
"909"	"ENTPD1"	"M1"
"910"	"TRIM45"	"M5"
"911"	"LOX"	"M1"
"912"	"DIPK2B"	"M1"
"913"	"FLT1"	"M1"
"914"	"ITGB4"	"M1"
"915"	"PRLR"	"M4"
"916"	"MMP11"	"M4"
"917"	"EFNB2"	"M3"
"918"	"CFB"	"M5"
"919"	"WDR86"	"M1"
"920"	"SMAD6"	"M3"
"921"	"LPL"	"M3"
"922"	"MCF2L"	"M1"
"923"	"GJA4"	"M1"
"924"	"RND3"	"M1"
"925"	"ITGA8"	"M1"
"926"	"FRZB"	"M1"
"927"	"PODXL2"	"M2"
"928"	"SLC16A3"	"M1"
"929"	"TACC2"	"M2"
"930"	"SAMD4A"	"M1"
"931"	"ROBO4"	"M1"
"932"	"PCSK2"	"M2"
"933"	"SRPX2"	"M6"
"934"	"NEGR1"	"M1"
"935"	"RADX"	"M2"
"936"	"SYBU"	"M5"
"937"	"BMP4"	"M1"
"938"	"FZD5"	"M1"
"939"	"CHGB"	"M4"
"940"	"IGF1"	"M1"
"941"	"CADM4"	"M4"
"942"	"HBA1"	"M7"
"943"	"DUSP26"	"M2"
"944"	"RPS26"	"Not.Correlated"
"945"	"RAB20"	"M3"
"946"	"INMT"	"M5"
"947"	"MAPK13"	"M2"
"948"	"LSAMP"	"M1"
"949"	"TXLNB"	"M2"
"950"	"RAB9B"	"M6"
"951"	"CFAP70"	"M1"
"952"	"C14orf132"	"M1"
"953"	"GNG2"	"M6"
"954"	"C1QA"	"M5"
"955"	"H2BC18"	"M7"
"956"	"FRMD4B"	"M6"
"957"	"CEMIP"	"M1"
"958"	"CCND1"	"M2"
"959"	"FAM200C"	"M3"
"960"	"TNFAIP8L3"	"M2"
"961"	"SRRM3"	"M1"
"962"	"LAPTM5"	"M5"
"963"	"ZSCAN31"	"M4"
"964"	"ARHGAP25"	"M6"
"965"	"CD68"	"M5"
"966"	"SAMD11"	"M1"
"967"	"X.47"	"M1"
"968"	"CSF1R"	"M5"
"969"	"TNFRSF10D"	"M3"
"970"	"HLA.DRB5"	"M1"
"971"	"PDE10A"	"M3"
"972"	"RNF212"	"M2"
"973"	"SDK1"	"M1"
"974"	"MDFI"	"M6"
"975"	"ZNF385B"	"M1"
"976"	"IER3"	"M2"
"977"	"HOXC4"	"M2"
"978"	"MT1E"	"M1"
"979"	"EXOC3L1"	"M2"
"980"	"OAS3"	"M3"
"981"	"GLRX"	"M2"
"982"	"TSPAN18"	"M1"
"983"	"EFCC1"	"M4"
"984"	"ACP5"	"M1"
"985"	"TRIM47"	"M1"
"986"	"ADAM22"	"M1"
"987"	"GPRIN3"	"M4"
"988"	"ACKR3"	"M1"
"989"	"CACNA1C"	"M1"
"990"	"EDA2R"	"M1"
"991"	"LHX9"	"M2"
"992"	"GLIPR2"	"M1"
"993"	"PRKG1"	"M1"
"994"	"TMEM45A"	"M2"
"995"	"SLC9A3"	"M1"
"996"	"NFATC1"	"M1"
"997"	"RGS1"	"M1"
"998"	"C4orf33"	"M3"
"999"	"PLAG1"	"M1"
"1000"	"UNC5B"	"M2"
"1001"	"GSTO2"	"M1"
"1002"	"ZNF185"	"M2"
"1003"	"IFIT3"	"M3"
"1004"	"LRRC37A"	"M7"
"1005"	"CYS1"	"M1"
"1006"	"CEMIP2"	"M1"
"1007"	"RFLNB"	"M1"
"1008"	"ANKS1B"	"M1"
"1009"	"GCKR"	"M2"
"1010"	"BEGAIN"	"M4"
"1011"	"C6"	"M5"
"1012"	"NXPH3"	"M3"
"1013"	"CECR2"	"M2"
"1014"	"CCDC170"	"M2"
"1015"	"THBD"	"M1"
"1016"	"MYH7B"	"M1"
"1017"	"NRG2"	"M2"
"1018"	"MAP3K8"	"M1"
"1019"	"PLVAP"	"M2"
"1020"	"SPAG4"	"M3"
"1021"	"CPVL"	"M6"
"1022"	"RBPMS2"	"M1"
"1023"	"TNFRSF25"	"M4"
"1024"	"MGLL"	"M1"
"1025"	"ITGA10"	"M1"
"1026"	"BHLHE41"	"M7"
"1027"	"CPLX1"	"M1"
"1028"	"KLHL4"	"M4"
"1029"	"ESR2"	"M2"
"1030"	"MUC1"	"M5"
"1031"	"SERPINF2"	"M1"
"1032"	"CCN4"	"M6"
"1033"	"ITGA11"	"M1"
"1034"	"GSTA1"	"M1"
"1035"	"PLEKHG1"	"M1"
"1036"	"SLC7A1"	"M2"
"1037"	"AKR1C3"	"M4"
"1038"	"RDH10"	"M3"
"1039"	"RBM20"	"M1"
"1040"	"NPNT"	"M1"
"1041"	"KIAA0040"	"M1"
"1042"	"CLEC3B"	"M1"
"1043"	"BTNL9"	"M1"
"1044"	"ADAM19"	"M1"
"1045"	"FAM110C"	"M6"
"1046"	"MAGI1"	"M1"
"1047"	"EPHA2"	"M1"
"1048"	"USP6"	"M2"
"1049"	"PLN"	"M1"
"1050"	"HLA.DMA"	"M1"
"1051"	"PDE1A"	"M1"
"1052"	"LGALS9"	"M1"
"1053"	"S1PR1"	"M1"
"1054"	"ADA2"	"M1"
"1055"	"H2AC6"	"M7"
"1056"	"SRPX"	"M1"
"1057"	"ERG"	"M1"
"1058"	"ZBTB7C"	"M6"
"1059"	"ARHGAP18"	"M6"
"1060"	"COL4A4"	"M1"
"1061"	"RNF207"	"M6"
"1062"	"PDE1C"	"M1"
"1063"	"PPP4R4"	"M2"
"1064"	"BDH1"	"M1"
"1065"	"HPSE"	"M2"
"1066"	"RAPGEF5"	"M1"
"1067"	"UAP1L1"	"M6"
"1068"	"EGR3"	"M3"
"1069"	"ROR1"	"M4"
"1070"	"CCDC9B"	"M4"
"1071"	"PREX1"	"M1"
"1072"	"FGL2"	"M1"
"1073"	"NIBAN1"	"M1"
"1074"	"MEDAG"	"M1"
"1075"	"PIK3R3"	"M1"
"1076"	"BACH2"	"M4"
"1077"	"PLAUR"	"M5"
"1078"	"PDE8B"	"M1"
"1079"	"PREX2"	"M1"
"1080"	"FBXO41"	"M4"
"1081"	"EMCN"	"M1"
"1082"	"MKX"	"M2"
"1083"	"FXYD5"	"M1"
"1084"	"PROCR"	"M1"
"1085"	"ECM1"	"M2"
"1086"	"TAFA5"	"M2"
"1087"	"ATP2A3"	"M1"
"1088"	"CORO1A"	"M5"
"1089"	"STAP2"	"M1"
"1090"	"RGS3"	"M1"
"1091"	"C1QTNF4"	"M2"
"1092"	"PIK3C2B"	"M1"
"1093"	"TMEM37"	"M1"
"1094"	"ZC3H12A"	"M3"
"1095"	"CYP1B1"	"M1"
"1096"	"DPT"	"M1"
"1097"	"MAFB"	"M1"
"1098"	"P4HA2"	"M2"
"1099"	"MSRB1"	"M4"
"1100"	"NAP1L5"	"M3"
"1101"	"ARHGAP26"	"M1"
"1102"	"KCNK5"	"M1"
"1103"	"CLXN"	"M1"
"1104"	"CEL"	"M1"
"1105"	"PPP1R1A"	"M6"
"1106"	"LAMA1"	"M6"
"1107"	"PRDM6"	"M2"
"1108"	"PRKCH"	"M1"
"1109"	"ANGPT1"	"M1"
"1110"	"GDPD3"	"M7"
"1111"	"RTKN"	"M6"
"1112"	"ZFP92"	"M2"
"1113"	"CDS1"	"M1"
"1114"	"AQP3"	"M6"
"1115"	"ZNF737"	"M1"
"1116"	"CREB3L1"	"M1"
"1117"	"TLR4"	"M6"
"1118"	"OXER1"	"M2"
"1119"	"VXN"	"M3"
"1120"	"ZNF593"	"M3"
"1121"	"ENPP6"	"M2"
"1122"	"MGARP"	"M2"
"1123"	"MEX3A"	"M4"
"1124"	"ISG20"	"M3"
"1125"	"UNC5C"	"M1"
"1126"	"ASTN1"	"M4"
"1127"	"DSP"	"M2"
"1128"	"NTRK3"	"M1"
"1129"	"NUDT11"	"M2"
"1130"	"SLC47A1"	"M3"
"1131"	"HFM1"	"M2"
"1132"	"NFKBID"	"M3"
"1133"	"AKAP6"	"M1"
"1134"	"HS3ST3B1"	"M1"
"1135"	"CDH2"	"M6"
"1136"	"THY1"	"M1"
"1137"	"FJX1"	"M3"
"1138"	"MYCBPAP"	"M2"
"1139"	"SYTL2"	"M1"
"1140"	"TYMP"	"M5"
"1141"	"TBX19"	"M7"
"1142"	"PRUNE2"	"M1"
"1143"	"TPBG"	"M1"
"1144"	"S1PR2"	"M3"
"1145"	"CORO6"	"M1"
"1146"	"PRIMA1"	"M1"
"1147"	"TPPP2"	"M2"
"1148"	"DHRS2"	"M2"
"1149"	"TIFA"	"M4"
"1150"	"ANGPTL5"	"M2"
"1151"	"CSTA"	"M2"
"1152"	"IGF2BP2"	"M4"
"1153"	"JAG2"	"M1"
"1154"	"RASGRP2"	"M1"
"1155"	"TMC6"	"M1"
"1156"	"TMEM255B"	"M1"
"1157"	"MFSD6"	"M1"
"1158"	"TLDC2"	"M4"
"1159"	"CCDC74B"	"M1"
"1160"	"MYOM1"	"M1"
"1161"	"HMCN1"	"M6"
"1162"	"DUSP6"	"M1"
"1163"	"HSPA2"	"M2"
"1164"	"NGF"	"M5"
"1165"	"NR1H4"	"M2"
"1166"	"TMEM86A"	"M7"
"1167"	"BEX1"	"M2"
"1168"	"AKR1C2"	"M4"
"1169"	"DYNC1I1"	"M6"
"1170"	"STUM"	"M1"
"1171"	"KRT13"	"M2"
"1172"	"ADH1C"	"M1"
"1173"	"IFIT1"	"M3"
"1174"	"ROBO2"	"M4"
"1175"	"JAKMIP3"	"M2"
"1176"	"SALL1"	"M1"
"1177"	"ARHGAP27"	"M1"
"1178"	"BRSK1"	"M6"
"1179"	"PLD6"	"M1"
"1180"	"STEAP4"	"M1"
"1181"	"PDGFA"	"M1"
"1182"	"THSD4"	"M1"
"1183"	"EDNRB"	"M1"
"1184"	"HEY2"	"M1"
"1185"	"S100A9"	"M2"
"1186"	"LCP1"	"M5"
"1187"	"AK4"	"M2"
"1188"	"CDC42BPG"	"M1"
"1189"	"SCAMP5"	"M1"
"1190"	"ADAMTSL2"	"M3"
"1191"	"GUCY1B1"	"M1"
"1192"	"TRPM3"	"M2"
"1193"	"CX3CL1"	"M1"
"1194"	"FBLN2"	"M1"
"1195"	"H2BC5"	"M7"
"1196"	"NPAS2"	"M1"
"1197"	"MX2"	"M3"
"1198"	"ASPN"	"M1"
"1199"	"CYP4F12"	"M6"
"1200"	"WNK4"	"M1"
"1201"	"PENK"	"M2"
"1202"	"PRAG1"	"M4"
"1203"	"HSD11B2"	"M5"
"1204"	"RAB40A"	"M2"
"1205"	"FGF10"	"M4"
"1206"	"ANKRD65"	"M1"
"1207"	"FCGR2A"	"M5"
"1208"	"CLDN1"	"M2"
"1209"	"PHACTR3"	"M2"
"1210"	"PITPNM1"	"M1"
"1211"	"HCN3"	"M1"
"1212"	"PPP1R3C"	"M2"
"1213"	"BMP6"	"M6"
"1214"	"INS.IGF2"	"M6"
"1215"	"ITGB2"	"M5"
"1216"	"CHST2"	"M3"
"1217"	"ADGRL4"	"M1"
"1218"	"MRC1"	"M5"
"1219"	"ADGRG1"	"M1"
"1220"	"MEX3B"	"M4"
"1221"	"SLCO4A1"	"M3"
"1222"	"GCAT"	"M3"
"1223"	"TLCD2"	"M3"
"1224"	"CCL14"	"M1"
"1225"	"CRLF1"	"M2"
"1226"	"DYNLT2"	"M1"
"1227"	"RBKS"	"M3"
"1228"	"CLEC14A"	"M1"
"1229"	"X.296"	"M1"
"1230"	"GSTT2B"	"M2"
"1231"	"PHYHIP"	"M1"
"1232"	"HPS6"	"M7"
"1233"	"GIMAP5"	"M1"
"1234"	"OVGP1"	"M2"
"1235"	"FMNL1"	"M5"
"1236"	"CDK15"	"M4"
"1237"	"LRRC1"	"M2"
"1238"	"SPATC1L"	"M5"
"1239"	"NDUFA4L2"	"M1"
"1240"	"COLEC12"	"M1"
"1241"	"SLC38A5"	"M6"
"1242"	"TMCC2"	"M2"
"1243"	"OLFM2"	"M4"
"1244"	"DYSF"	"M1"
"1245"	"LDB3"	"M1"
"1246"	"CD4"	"M5"
"1247"	"ENPP5"	"M2"
"1248"	"SMIM10L2A"	"M2"
"1249"	"AFAP1L1"	"M1"
"1250"	"STEAP3"	"M6"
"1251"	"NLGN3"	"M2"
"1252"	"APOA1"	"M4"
"1253"	"KIF5C"	"M6"
"1254"	"MMRN1"	"M1"
"1255"	"MUSTN1"	"M1"
"1256"	"CELF5"	"M2"
"1257"	"REEP6"	"M2"
"1258"	"PRDM1"	"M6"
"1259"	"RND2"	"M1"
"1260"	"RASL11A"	"M1"
"1261"	"CPNE5"	"M1"
"1262"	"TES"	"M1"
"1263"	"LRRC4B"	"M6"
"1264"	"SQOR"	"M1"
"1265"	"FLI1"	"M1"
"1266"	"CYP2E1"	"M2"
"1267"	"TOX"	"M4"
"1268"	"VCAN"	"M1"
"1269"	"DNAJB5"	"M1"
"1270"	"HLA.DQB1"	"M1"
"1271"	"NOS3"	"M1"
"1272"	"KCNK1"	"M6"
"1273"	"VSIG4"	"M5"
"1274"	"NEK6"	"M6"
"1275"	"CYP2D6"	"M2"
"1276"	"KRT18"	"M2"
"1277"	"FLRT3"	"M1"
"1278"	"ZNF404"	"M1"
"1279"	"CCNA2"	"M7"
"1280"	"SV2A"	"M1"
"1281"	"CNR1"	"M1"
"1282"	"ADAMTS3"	"M1"
"1283"	"ZNF593OS"	"M3"
"1284"	"KCNH2"	"M1"
"1285"	"CCNJL"	"M2"
"1286"	"RGPD2"	"M3"
"1287"	"IFI30"	"M5"
"1288"	"FRMPD3"	"M2"
"1289"	"SEL1L3"	"M6"
"1290"	"TEK"	"M1"
"1291"	"ASIP"	"M2"
"1292"	"IQSEC3"	"M6"
"1293"	"LRRN1"	"M2"
"1294"	"ZBTB12"	"M1"
"1295"	"MYEF2"	"M1"
"1296"	"DNAH2"	"M4"
"1297"	"CAPG"	"M2"
"1298"	"THSD7A"	"M1"
"1299"	"ALDH1A3"	"M1"
"1300"	"ECHDC3"	"M2"
"1301"	"THBS4"	"M6"
"1302"	"GUCY1A2"	"M1"
"1303"	"PRG4"	"M1"
"1304"	"CTSS"	"M5"
"1305"	"COL21A1"	"M1"
"1306"	"HS3ST3A1"	"M1"
"1307"	"ICAM2"	"M1"
"1308"	"CCL15.CCL14"	"M1"
"1309"	"KANK3"	"M1"
"1310"	"KRT8"	"M2"
"1311"	"CHRM3"	"M2"
"1312"	"CHRNA7"	"M4"
"1313"	"SLC38A3"	"M2"
"1314"	"FOXC1"	"M1"
"1315"	"DNAH14"	"M4"
"1316"	"GPIHBP1"	"M1"
"1317"	"X.251"	"M2"
"1318"	"GREM2"	"M1"
"1319"	"MLXIPL"	"M4"
"1320"	"CYP26B1"	"M4"
"1321"	"RGL3"	"M1"
"1322"	"HOMER1"	"M3"
"1323"	"CCDC181"	"M2"
"1324"	"UPP1"	"M2"
"1325"	"X.86"	"M1"
"1326"	"S100A4"	"M1"
"1327"	"NFATC2"	"M7"
"1328"	"HLA.DMB"	"M1"
"1329"	"DDAH1"	"M1"
"1330"	"C2"	"M5"
"1331"	"ABLIM3"	"M1"
"1332"	"SDF2L1"	"M5"
"1333"	"TPPP"	"M1"
"1334"	"GRB14"	"M2"
"1335"	"CCDC184"	"M1"
"1336"	"URB2"	"M7"
"1337"	"SPNS2"	"M1"
"1338"	"EFNA5"	"M6"
"1339"	"RAB3B"	"M2"
"1340"	"FST"	"M1"
"1341"	"CRIP1"	"M1"
"1342"	"ACVR1C"	"M2"
"1343"	"SH3TC1"	"M5"
"1344"	"GIMAP6"	"M1"
"1345"	"PHF21B"	"M2"
"1346"	"CD36"	"M1"
"1347"	"FMO2"	"M1"
"1348"	"ACKR1"	"M1"
"1349"	"C17orf107"	"M3"
"1350"	"ZFHX4"	"M6"
"1351"	"RIMS4"	"M1"
"1352"	"ADAMTSL1"	"M1"
"1353"	"SLC35G1"	"M1"
"1354"	"TBX18"	"M4"
"1355"	"ZNF385A"	"M2"
"1356"	"DPYSL4"	"M4"
"1357"	"FAM43A"	"M1"
"1358"	"PAG1"	"M1"
"1359"	"MS4A6A"	"M5"
"1360"	"OAS1"	"M3"
"1361"	"SBSPON"	"M1"
"1362"	"SECTM1"	"M5"
"1363"	"ZDHHC11B"	"M6"
"1364"	"SCARF1"	"M1"
"1365"	"SCN1B"	"M1"
"1366"	"LMO2"	"M1"
"1367"	"LCN12"	"M2"
"1368"	"ZNF285"	"M1"
"1369"	"SEMA3G"	"M1"
"1370"	"FLG"	"M1"
"1371"	"GPR146"	"M1"
"1372"	"KIAA0408"	"M1"
"1373"	"FNDC5"	"M2"
"1374"	"ANGPT4"	"M1"
"1375"	"HELB"	"M1"
"1376"	"ARHGEF15"	"M1"
"1377"	"C1QTNF5"	"M1"
"1378"	"SYT1"	"M2"
"1379"	"RPRM"	"M1"
"1380"	"KPNA2"	"M2"
"1381"	"PAPPA"	"M2"
"1382"	"AHNAK2"	"M2"
"1383"	"SLC43A2"	"M1"
"1384"	"MFRP"	"M1"
"1385"	"SH2D3C"	"M1"
"1386"	"GRIK5"	"M1"
"1387"	"IL32"	"M6"
"1388"	"BIRC3"	"M2"
"1389"	"SLCO2A1"	"M1"
"1390"	"HRH1"	"M3"
"1391"	"AHRR"	"M1"
"1392"	"LAMP5"	"M4"
"1393"	"SLC11A1"	"M5"
"1394"	"SERPINB9"	"M2"
"1395"	"ZNF69"	"M2"
"1396"	"AIF1L"	"M1"
"1397"	"PLP1"	"M1"
