"genes"	"modules"
"822"	"ATP6V1FNB"	"Not.Correlated"
"823"	"PANK1"	"M8"
"824"	"ADAMTSL5"	"M1"
"825"	"PITX1"	"Not.Correlated"
"826"	"ART1"	"M4"
"827"	"PDE11A"	"M4"
"828"	"SEMA4B"	"M2"
"829"	"BACH2"	"M4"
"830"	"ANGPT1"	"M2"
"831"	"CCL15.CCL14"	"M7"
"832"	"BAIAP2"	"M3"
"833"	"WDR62"	"M1"
"834"	"PHYHIPL"	"M3"
"835"	"ATAD2"	"M3"
"836"	"SERPINA5"	"M6"
"837"	"DIXDC1"	"M1"
"838"	"CD68"	"M1"
"839"	"YIPF7"	"M4"
"840"	"COL28A1"	"M1"
"841"	"H4C8"	"M3"
"842"	"RAB3IP"	"M1"
"843"	"GOLGA7B"	"M1"
"844"	"FMOD"	"M7"
"845"	"RASSF5"	"M2"
"846"	"CCDC80"	"M5"
"847"	"CD300LG"	"M8"
"848"	"PLCB1"	"M1"
"849"	"TNC"	"M5"
"850"	"LONRF3"	"M1"
"851"	"C2orf88"	"M7"
"852"	"SRPX"	"M4"
"853"	"MGST1"	"M1"
"854"	"ID1"	"Not.Correlated"
"855"	"FIBIN"	"M3"
"856"	"COL14A1"	"M5"
"857"	"CYFIP2"	"M1"
"858"	"NREP"	"M1"
"859"	"CDKN2B"	"M1"
"860"	"SOAT1"	"M4"
"861"	"RHOD"	"M1"
"862"	"FAM83G"	"M1"
"863"	"TSPAN15"	"M3"
"864"	"MYLK4"	"M5"
"865"	"NR4A2"	"M8"
"866"	"NQO1"	"M1"
"867"	"SCN7A"	"Not.Correlated"
"868"	"APOE"	"M5"
"869"	"RAB15"	"M1"
"870"	"SCD"	"M7"
"871"	"PLA2G4F"	"M4"
"872"	"ADAMTS17"	"M2"
"873"	"TMEM178B"	"M4"
"874"	"SFMBT2"	"M8"
"875"	"SYTL3"	"M2"
"876"	"ERFE"	"M1"
"877"	"SLC38A4"	"M2"
"878"	"NKAIN1"	"M1"
"879"	"SEC16B"	"M3"
"880"	"LIPE"	"M6"
"881"	"BCO2"	"M1"
"882"	"DDX3Y"	"Not.Correlated"
"883"	"IFITM10"	"M1"
"884"	"MEDAG"	"M2"
"885"	"SLA2"	"M5"
"886"	"ENPP5"	"M8"
"887"	"RIN1"	"M1"
"888"	"APOL6"	"M8"
"889"	"ADCY1"	"M1"
"890"	"LOXL4"	"M6"
"891"	"SPON2"	"M5"
"892"	"HES6"	"M2"
"893"	"SESN2"	"M1"
"894"	"TNFAIP3"	"M3"
"895"	"FANCE"	"M4"
"896"	"ENPEP"	"M1"
"897"	"C1QTNF3.AMACR"	"M2"
"898"	"X.163"	"Not.Correlated"
"899"	"CLSTN2"	"M7"
"900"	"EPB41L4B"	"M3"
"901"	"OAF"	"M5"
"902"	"SAA2"	"M1"
"903"	"MCF2L2"	"M1"
"904"	"LYVE1"	"M1"
"905"	"IRX3"	"M3"
"906"	"HLA.DQB1"	"M5"
"907"	"PKP2"	"Not.Correlated"
"908"	"CTSK"	"M7"
"909"	"LRP1B"	"M4"
"910"	"LRRC66"	"M4"
"911"	"INHBB"	"M1"
"912"	"DYNC1I1"	"M2"
"913"	"CNN1"	"M5"
"914"	"SIMC1"	"M3"
"915"	"MYZAP"	"M1"
"916"	"ATP2B2"	"M1"
"917"	"CD38"	"M1"
"918"	"ARX"	"M4"
"919"	"BDH1"	"M1"
"920"	"GDNF"	"Not.Correlated"
"921"	"TSKU"	"M3"
"922"	"ARHGEF4"	"M1"
"923"	"ANKRD33B"	"Not.Correlated"
"924"	"TIMP4"	"M3"
"925"	"PLA1A"	"M1"
"926"	"DIO2"	"M3"
"927"	"DAGLA"	"M5"
"928"	"PGPEP1L"	"M4"
"929"	"HAPLN3"	"M2"
"930"	"FREM2"	"M1"
"931"	"TMCC2"	"M4"
"932"	"ZDHHC11B"	"M1"
"933"	"PWWP3B"	"M4"
"934"	"FGL2"	"M5"
"935"	"INS.IGF2"	"M5"
"936"	"PROX1"	"M1"
"937"	"MTFP1"	"M3"
"938"	"ACSM5"	"M4"
"939"	"OSBPL3"	"M1"
"940"	"RASL12"	"M1"
"941"	"ING2"	"M3"
"942"	"CREB5"	"M1"
"943"	"DUSP10"	"M3"
"944"	"LDLRAD4"	"M1"
"945"	"RBL1"	"M2"
"946"	"COLGALT2"	"M1"
"947"	"PKMYT1"	"M1"
"948"	"CYP2J2"	"M1"
"949"	"ARHGAP28"	"M3"
"950"	"WNT11"	"M1"
"951"	"F3"	"M7"
"952"	"FGF11"	"M2"
"953"	"PTPRF"	"M7"
"954"	"MMP15"	"M2"
"955"	"CALML6"	"M1"
"956"	"SLC16A7"	"M1"
"957"	"THBS2"	"M7"
"958"	"FOXO3B"	"M3"
"959"	"PGF"	"M2"
"960"	"GREB1"	"M3"
"961"	"AGMAT"	"M1"
"962"	"ITGB1BP2"	"M1"
"963"	"PTGIS"	"M7"
"964"	"PLAU"	"M3"
"965"	"TPO"	"M2"
"966"	"PITX3"	"M6"
"967"	"COLQ"	"M1"
"968"	"ALDH1A3"	"M5"
"969"	"SOX17"	"M8"
"970"	"DCLK1"	"M7"
"971"	"FLVCR2"	"M3"
"972"	"NNAT"	"Not.Correlated"
"973"	"NTRK2"	"M7"
"974"	"VWA7"	"M1"
"975"	"CSF3"	"M3"
"976"	"BICD1"	"M1"
"977"	"CHST1"	"M1"
"978"	"AHNAK2"	"M7"
"979"	"CXCL2"	"M8"
"980"	"X.132"	"M5"
"981"	"ACTG2"	"M5"
"982"	"NOS3"	"M8"
"983"	"MAP6D1"	"M1"
"984"	"DUSP4"	"M1"
"985"	"SIGLEC1"	"M1"
"986"	"ADAM23"	"M1"
"987"	"MEGF10"	"M3"
"988"	"GIMAP6"	"Not.Correlated"
"989"	"FAM78B"	"M7"
"990"	"NPTX2"	"M2"
"991"	"X.40"	"M3"
"992"	"IFI44L"	"M1"
"993"	"NABP1"	"M2"
"994"	"ASPA"	"M1"
"995"	"CHRDL1"	"M5"
"996"	"GBP1"	"M3"
"997"	"SH2D1B"	"M3"
"998"	"EXTL1"	"M1"
"999"	"ANKRD34A"	"M1"
"1000"	"MACIR"	"M1"
"1001"	"RPH3AL"	"Not.Correlated"
"1002"	"AMACR"	"M2"
"1003"	"RAB9B"	"M1"
"1004"	"RGS10"	"M6"
"1005"	"SLC4A11"	"M1"
"1006"	"SEMA6D"	"M1"
"1007"	"NRG2"	"M3"
"1008"	"ZNF750"	"M2"
"1009"	"TGFB2"	"M3"
"1010"	"TNNT2"	"M5"
"1011"	"PTPRJ"	"M3"
"1012"	"CPAMD8"	"M3"
"1013"	"PPP1R3D"	"M1"
"1014"	"CADM1"	"M1"
"1015"	"TTC39B"	"M1"
"1016"	"ESRRG"	"M1"
"1017"	"CHAD"	"Not.Correlated"
"1018"	"LAPTM5"	"M4"
"1019"	"STC2"	"M2"
"1020"	"AS3MT"	"M1"
"1021"	"DBP"	"M2"
"1022"	"DOC2B"	"M8"
"1023"	"EIF1AY"	"Not.Correlated"
"1024"	"C7"	"M5"
"1025"	"B3GALT1"	"M7"
"1026"	"ST3GAL6"	"M1"
"1027"	"SLC22A4"	"M2"
"1028"	"EPHB1"	"M4"
"1029"	"PLIN1"	"M4"
"1030"	"TSTD1"	"M4"
"1031"	"SMCO1"	"M1"
"1032"	"ACOX2"	"M1"
"1033"	"TMEM100"	"M1"
"1034"	"FRK"	"M2"
"1035"	"NPR3"	"Not.Correlated"
"1036"	"LDLRAD3"	"M2"
"1037"	"SYTL2"	"M5"
"1038"	"FZD9"	"M7"
"1039"	"CCDC141"	"M1"
"1040"	"LIMS3"	"M2"
"1041"	"ANGPT2"	"M8"
"1042"	"MEOX1"	"M2"
"1043"	"SLC9A2"	"M1"
"1044"	"NOXA1"	"M1"
"1045"	"SAA2.SAA4"	"M1"
"1046"	"ATP1A4"	"M4"
"1047"	"DLL1"	"M8"
"1048"	"CYP26B1"	"M7"
"1049"	"PRRT2"	"M5"
"1050"	"BMF"	"M1"
"1051"	"PKP1"	"Not.Correlated"
"1052"	"CP"	"M8"
"1053"	"TRPV3"	"Not.Correlated"
"1054"	"LRRN1"	"M1"
"1055"	"X.86"	"M5"
"1056"	"ITGA9"	"M7"
"1057"	"NINJ2"	"M5"
"1058"	"LCP1"	"M4"
"1059"	"SLC7A1"	"M2"
"1060"	"CSF3R"	"M2"
"1061"	"ST8SIA5"	"M4"
"1062"	"CRIP1"	"M5"
"1063"	"SGMS2"	"M2"
"1064"	"TRIM62"	"M1"
"1065"	"SLC16A9"	"M3"
"1066"	"BBC3"	"M6"
"1067"	"KRT1"	"Not.Correlated"
"1068"	"SLC11A1"	"M2"
"1069"	"CIB2"	"M6"
"1070"	"C1QC"	"M1"
"1071"	"IFI6"	"M1"
"1072"	"FGF7"	"M7"
"1073"	"ENC1"	"M3"
"1074"	"GREM2"	"M1"
"1075"	"SLC25A18"	"M3"
"1076"	"KCNJ2"	"M2"
"1077"	"C14orf132"	"M7"
"1078"	"FDXR"	"M6"
"1079"	"CYP1B1"	"M8"
"1080"	"LILRB5"	"M1"
"1081"	"GLT1D1"	"M1"
"1082"	"FCMR"	"M2"
"1083"	"TMEM160"	"Not.Correlated"
"1084"	"NGFR"	"M5"
"1085"	"P3R3URF.PIK3R3"	"M2"
"1086"	"GFPT2"	"M2"
"1087"	"FST"	"M7"
"1088"	"PCDH18"	"M7"
"1089"	"ASPN"	"M5"
"1090"	"LDLR"	"M8"
"1091"	"AVPI1"	"M8"
"1092"	"CNKSR2"	"M4"
"1093"	"MT1M"	"M2"
"1094"	"C1QB"	"M1"
"1095"	"ACE"	"M1"
"1096"	"LBP"	"M1"
"1097"	"ECM2"	"M5"
"1098"	"ERBB4"	"M4"
"1099"	"S100A8"	"M2"
"1100"	"KCND3"	"M1"
"1101"	"TPPP2"	"Not.Correlated"
"1102"	"COL4A6"	"M1"
"1103"	"PDE4C"	"M1"
"1104"	"SLC2A1"	"M7"
"1105"	"MROH7"	"M1"
"1106"	"CD14"	"M1"
"1107"	"TMEM266"	"M1"
"1108"	"PYROXD2"	"M2"
"1109"	"LIMS4"	"M2"
"1110"	"RGL3"	"M1"
"1111"	"ADAM19"	"M1"
"1112"	"NEK10"	"M1"
"1113"	"FGFR4"	"M3"
"1114"	"NT5C1A"	"M4"
"1115"	"COLEC12"	"M5"
"1116"	"AMY1B"	"Not.Correlated"
"1117"	"GALNT16"	"M5"
"1118"	"AIG1"	"M1"
"1119"	"CHI3L1"	"M1"
"1120"	"TNFRSF6B"	"M8"
"1121"	"CNR1"	"M3"
"1122"	"SNAI3"	"M1"
"1123"	"C1orf127"	"M4"
"1124"	"FAM222A"	"M1"
"1125"	"RGS14"	"M3"
"1126"	"TMEM108"	"M1"
"1127"	"SULF1"	"M5"
"1128"	"PEX5L"	"Not.Correlated"
"1129"	"MPZL2"	"M8"
"1130"	"IL34"	"M3"
"1131"	"GALNT17"	"M1"
"1132"	"CPXM2"	"M5"
"1133"	"UPK3A"	"M1"
"1134"	"PRPH2"	"M2"
"1135"	"NPNT"	"M5"
"1136"	"RGS2"	"M7"
"1137"	"APCDD1"	"M3"
"1138"	"ERAP2"	"Not.Correlated"
"1139"	"SLC2A12"	"M2"
"1140"	"VIPR2"	"M1"
"1141"	"AKR1B15"	"M3"
"1142"	"GRAMD1B"	"M3"
"1143"	"C4B"	"M8"
"1144"	"E2F8"	"M3"
"1145"	"SSC5D"	"M5"
"1146"	"HDAC9"	"M3"
"1147"	"IFIT1"	"M1"
"1148"	"AURKA"	"M6"
"1149"	"PLCXD1"	"M1"
"1150"	"PDZD4"	"M1"
"1151"	"CPVL"	"Not.Correlated"
"1152"	"ESRRB"	"M1"
"1153"	"C4A"	"M8"
"1154"	"IL33"	"M5"
"1155"	"SMPD3"	"M3"
"1156"	"ITGA8"	"M5"
"1157"	"SOCS2"	"M2"
"1158"	"CAPG"	"M1"
"1159"	"PI16"	"M5"
"1160"	"GNG7"	"M1"
"1161"	"EYA1"	"M4"
"1162"	"APLNR"	"M1"
"1163"	"UNC13C"	"M1"
"1164"	"KRT5"	"Not.Correlated"
"1165"	"DNAJC12"	"M6"
"1166"	"ODF3L2"	"M6"
"1167"	"PRR16"	"M1"
"1168"	"C2orf74"	"M2"
"1169"	"HPCAL4"	"M5"
"1170"	"EDN1"	"M8"
"1171"	"SERPINF2"	"M2"
"1172"	"RARRES2"	"M5"
"1173"	"CDO1"	"M7"
"1174"	"UGT3A1"	"M1"
"1175"	"TPSB2"	"M1"
"1176"	"CGREF1"	"M5"
"1177"	"ZDHHC11"	"M1"
"1178"	"X.112"	"M7"
"1179"	"TFCP2L1"	"M3"
"1180"	"PNP"	"M8"
"1181"	"USP9Y"	"Not.Correlated"
"1182"	"RPL22L1"	"M2"
"1183"	"CCDC71L"	"M2"
"1184"	"MARCHF3"	"M2"
"1185"	"TPSAB1"	"M1"
"1186"	"PAX7"	"M4"
"1187"	"SCUBE2"	"M1"
"1188"	"MS4A6A"	"M1"
"1189"	"SCNN1D"	"M1"
"1190"	"CCDC17"	"M1"
"1191"	"PRSS56"	"M1"
"1192"	"DSP"	"Not.Correlated"
"1193"	"ANPEP"	"M4"
"1194"	"ACOT11"	"M1"
"1195"	"RGS9BP"	"M4"
"1196"	"TMEM176B"	"M7"
"1197"	"IFIT3"	"M1"
"1198"	"NOCT"	"M1"
"1199"	"RNF128"	"M1"
"1200"	"SERPINE2"	"M5"
"1201"	"IL12RB2"	"M1"
"1202"	"IGSF11"	"M8"
"1203"	"IER3"	"M8"
"1204"	"MUSK"	"M1"
"1205"	"ITGB2"	"M4"
"1206"	"ESR1"	"M1"
"1207"	"INSYN1"	"M3"
"1208"	"C1QA"	"M1"
"1209"	"X.22"	"M3"
"1210"	"TBC1D3L"	"M1"
"1211"	"UTS2"	"M1"
"1212"	"ZNF273"	"M1"
"1213"	"UNC5B"	"M2"
"1214"	"CYP17A1"	"M5"
"1215"	"IL18"	"M2"
"1216"	"LYZ"	"M1"
"1217"	"PTPRD"	"M5"
"1218"	"EFR3B"	"M1"
"1219"	"HES4"	"M1"
"1220"	"C11orf52"	"M5"
"1221"	"HLA.DQA1"	"M5"
"1222"	"ARL4A"	"M4"
"1223"	"PTGFR"	"M7"
"1224"	"NOTUM"	"M1"
"1225"	"SIM2"	"Not.Correlated"
"1226"	"COMP"	"M7"
"1227"	"TG"	"Not.Correlated"
"1228"	"H2BC5"	"Not.Correlated"
"1229"	"LCN10"	"M3"
"1230"	"PLB1"	"M3"
"1231"	"CDH11"	"M7"
"1232"	"LMO1"	"M1"
"1233"	"GPR17"	"M3"
"1234"	"SYN2"	"M3"
"1235"	"SLC16A6"	"M1"
"1236"	"IER5L"	"M8"
"1237"	"TSPAN5"	"M1"
"1238"	"CMKLR1"	"M5"
"1239"	"FRAS1"	"M1"
"1240"	"FAP"	"M5"
"1241"	"COL21A1"	"M4"
"1242"	"LOX"	"M7"
"1243"	"MMP3"	"M3"
"1244"	"AQP3"	"M2"
"1245"	"MFAP3L"	"Not.Correlated"
"1246"	"TUBB4A"	"M5"
"1247"	"NTRK3"	"M5"
"1248"	"IFNLR1"	"M7"
"1249"	"VDR"	"M1"
"1250"	"P2RY1"	"M1"
"1251"	"ST6GALNAC3"	"M2"
