symbol1,symbol2,Unnamed: 0,dbs,evidence type,methods,ntissues,pmids,uniprot1,uniprot2,go1,go2
DDX1,ASNA1,36359,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0072669, GO:0033677, GO:0000245, GO:0008026, GO:0008143, GO:0090305, GO:0003677, GO:0007275, GO:0005737, GO:0071920, GO:0006302, GO:0009615, GO:0004527, GO:0016020, GO:0003712, GO:0005654, GO:0006388, GO:0032508, GO:0005524, GO:0003723, GO:0006281, GO:0043330, GO:0006446, GO:0006974, GO:1903608, GO:0010494, GO:0004518, GO:0005829, GO:1990904, GO:0006355, GO:0003724, GO:0003725, GO:0006351, GO:0005515, GO:0003682, GO:0005634","GO:0005737, GO:0036498, GO:0015700, GO:0016887, GO:0005730, GO:0005215, GO:0005634, GO:0071816, GO:0006620, GO:0005789, GO:0015105, GO:0005515, GO:0043529, GO:0046872, GO:0005524, GO:0070062"
PARK7,NDUFA8,36380,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0032148, GO:2001237, GO:0005783, GO:0032435, GO:0050681, GO:0030424, GO:0051899, GO:0043523, GO:0043524, GO:0060081, GO:0051897, GO:0007005, GO:0003713, GO:0050727, GO:0098869, GO:1903206, GO:1903428, GO:1902958, GO:1903202, GO:1903200, GO:0033234, GO:0006281, GO:0060548, GO:0044297, GO:0019900, GO:0036470, GO:0036471, GO:0036478, GO:0090073, GO:0005829, GO:0018323, GO:1901671, GO:1903377, GO:1903122, GO:1902236, GO:0050821, GO:0010629, GO:0010628, GO:0000785, GO:0030073, GO:0032091, GO:0016605, GO:1903094, GO:0010273, GO:2000157, GO:0048471, GO:0016684, GO:0005747, GO:2000277, GO:1903135, GO:1903136, GO:1901984, GO:0006954, GO:1901215, GO:0060765, GO:0051444, GO:1900182, GO:0033864, GO:0046826, GO:0006517, GO:0019249, GO:0036524, GO:0036526, GO:0036527, GO:0036528, GO:0036529, GO:0019955, GO:0019899, GO:0008233, GO:0007265, GO:0005737, GO:0045340, GO:0005634, GO:0005739, GO:0006508, GO:0003690, GO:0005507, GO:0003697, GO:0042802, GO:0042803, GO:0036531, GO:0036530, GO:0008134, GO:0070301, GO:0044390, GO:0006974, GO:0005913, GO:0007338, GO:0031397, GO:0106046, GO:0106045, GO:0106044, GO:0098793, GO:0051091, GO:1902903, GO:0051583, GO:0045296, GO:0050787, GO:0045944, GO:1903181, GO:0005515, GO:1905259, GO:0042743, GO:0005102, GO:1903208, GO:1903189, GO:2000679, GO:0003729, GO:0033138, GO:0044388, GO:1903168, GO:0042593, GO:0009438, GO:0070491, GO:0070062, GO:1990381, GO:1903197, GO:0043066, GO:0005759, GO:0005758, GO:0045560, GO:0016532, GO:1903427, GO:2001268, GO:0006469, GO:1902177, GO:0006914, GO:1903178, GO:1903073, GO:0001047, GO:0005886, GO:0034599, GO:0008344, GO:2000825, GO:0051881, GO:0045121, GO:0046295, GO:1903384, GO:0051920, GO:0097110, GO:0002866, GO:0001933, GO:0032757, GO:1903599","GO:0032981, GO:0008137, GO:0005739, GO:0006120, GO:0005743, GO:0044877, GO:0005747, GO:0005758"
UBA52,RPL7A,36418,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0000187, GO:0006294, GO:0006297, GO:0000184, GO:0005783, GO:0019985, GO:0019068, GO:0006614, GO:0005789, GO:0061024, GO:0006296, GO:0042769, GO:0043065, GO:0070987, GO:0061418, GO:0000209, GO:0010008, GO:0005737, GO:0003735, GO:0007254, GO:0030666, GO:0005615, GO:0070498, GO:0000122, GO:0005634, GO:0006281, GO:0033683, GO:0055085, GO:0005654, GO:0070628, GO:0019058, GO:0043488, GO:0035666, GO:0016579, GO:0042276, GO:0006283, GO:0044267, GO:0006625, GO:0016567, GO:0043066, GO:0006464, GO:0070423, GO:0006974, GO:0051092, GO:0015935, GO:0031145, GO:0019221, GO:0005886, GO:0019941, GO:0051403, GO:0022627, GO:0030512, GO:0007179, GO:0031982, GO:0016197, GO:0002755, GO:0075733, GO:0031625, GO:0005840, GO:0043657, GO:0070062, GO:0005829, GO:0016055, GO:0007249, GO:0036297, GO:0000715, GO:0005765, GO:0005741, GO:0045944, GO:0005515, GO:0031386, GO:0006413, GO:0070911","GO:0005737, GO:0000184, GO:0005730, GO:0042788, GO:0005634, GO:0016020, GO:0006614, GO:0045296, GO:0006412, GO:0003735, GO:0003723, GO:0005515, GO:0000470, GO:0022625, GO:0005925, GO:0006413, GO:0005829"
VCP,PSMB2,36435,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0032510, GO:0044389, GO:0005811, GO:0006457, GO:0005783, GO:0090263, GO:0019985, GO:0034774, GO:0016236, GO:0036503, GO:0006734, GO:0005789, GO:0034214, GO:1903862, GO:0035578, GO:1903006, GO:0016887, GO:0031593, GO:0032436, GO:1904288, GO:2001171, GO:0042981, GO:0005737, GO:1903007, GO:0006888, GO:0006302, GO:0045732, GO:0043209, GO:0043161, GO:0005634, GO:0006281, GO:0051260, GO:0030970, GO:0055085, GO:0005654, GO:1903715, GO:0042802, GO:0097352, GO:0048471, GO:0016579, GO:0018279, GO:0005524, GO:1990381, GO:1904813, GO:0051228, GO:0042288, GO:0006919, GO:0019079, GO:0046034, GO:0006914, GO:0036435, GO:0031334, GO:0008289, GO:0036513, GO:0006974, GO:0019903, GO:0061857, GO:0019904, GO:0043531, GO:0030433, GO:0034098, GO:0000502, GO:1990730, GO:0010918, GO:0070062, GO:0045184, GO:2000158, GO:0031625, GO:0032991, GO:0043231, GO:0030968, GO:0035861, GO:0005829, GO:0070842, GO:0010498, GO:0043312, GO:0070987, GO:0016567, GO:0005576, GO:0071712, GO:0003723, GO:0005515, GO:1904949, GO:0035800, GO:0072389","GO:0005737, GO:0016032, GO:0004175, GO:0005839, GO:0051603, GO:0043687, GO:0005634, GO:0016020, GO:0010498, GO:0010499, GO:0019774, GO:0004298, GO:0005654, GO:0010243, GO:0005515, GO:0043161, GO:0000502, GO:0016579, GO:0005829, GO:0014070, GO:0070062"
PSMD14,EEF2KMT,36458,,exp,coexpression,13,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0005737, GO:0006479, GO:0032991, GO:0018023, GO:0005829, GO:0016279, GO:0005515"
DTX3L,SP110,36465,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0042393, GO:0044389, GO:0010390, GO:0019899, GO:0051865, GO:0097677, GO:0008047, GO:0004857, GO:0070936, GO:0000209, GO:2001034, GO:0005737, GO:0032092, GO:0033523, GO:0006302, GO:1901666, GO:0005634, GO:0005654, GO:0006511, GO:2000646, GO:0046872, GO:0031901, GO:0008333, GO:0006281, GO:0045087, GO:0006974, GO:0045893, GO:0035563, GO:0004842, GO:0033522, GO:0051444, GO:1900182, GO:0032991, GO:0051607, GO:0005829, GO:0005764, GO:0005765, GO:0002230, GO:0005515, GO:0015031, GO:0005769, GO:1902966","GO:0005634, GO:0006357, GO:0006351, GO:0016032, GO:0003677, GO:0046872, GO:0000981"
UBA52,RPL34,36516,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0000187, GO:0006294, GO:0006297, GO:0000184, GO:0005783, GO:0019985, GO:0019068, GO:0006614, GO:0005789, GO:0061024, GO:0006296, GO:0042769, GO:0043065, GO:0070987, GO:0061418, GO:0000209, GO:0010008, GO:0005737, GO:0003735, GO:0007254, GO:0030666, GO:0005615, GO:0070498, GO:0000122, GO:0005634, GO:0006281, GO:0033683, GO:0055085, GO:0005654, GO:0070628, GO:0019058, GO:0043488, GO:0035666, GO:0016579, GO:0042276, GO:0006283, GO:0044267, GO:0006625, GO:0016567, GO:0043066, GO:0006464, GO:0070423, GO:0006974, GO:0051092, GO:0015935, GO:0031145, GO:0019221, GO:0005886, GO:0019941, GO:0051403, GO:0022627, GO:0030512, GO:0007179, GO:0031982, GO:0016197, GO:0002755, GO:0075733, GO:0031625, GO:0005840, GO:0043657, GO:0070062, GO:0005829, GO:0016055, GO:0007249, GO:0036297, GO:0000715, GO:0005765, GO:0005741, GO:0045944, GO:0005515, GO:0031386, GO:0006413, GO:0070911","GO:0000184, GO:0005783, GO:0022625, GO:0005829, GO:0006614, GO:0045296, GO:0003735, GO:0003723, GO:0006413, GO:0006412, GO:0070062"
NUP210,LIG1,36542,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005635, GO:0005643, GO:0016021, GO:0016020, GO:0031965, GO:0005789, GO:0016032, GO:0046983, GO:0006406","GO:0006297, GO:0033151, GO:0006298, GO:0051103, GO:0022405, GO:0003910, GO:0003677, GO:0009653, GO:0051301, GO:0005737, GO:0060384, GO:0005634, GO:0005739, GO:0005654, GO:0006266, GO:1903461, GO:0046872, GO:0005524, GO:0006284, GO:0006283, GO:0006281, GO:0007605, GO:0006974, GO:0005886, GO:0003909, GO:0043231, GO:0006273, GO:0005578, GO:0032474, GO:0016021, GO:0071897"
BICRAL,EME1,36543,,exp,coexpression,10,,xxxxxx,xxxxxx,,"GO:0005720, GO:0006974, GO:0006302, GO:0005730, GO:0000712, GO:0006281, GO:0072429, GO:0004520, GO:0036297, GO:0005654, GO:0090305, GO:0000790, GO:0005515, GO:0003677, GO:0008821, GO:0046872, GO:0031297, GO:0048476, GO:0031573"
PLA2G4B,NEIL1,36573,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0006654, GO:0005737, GO:0102568, GO:0047498, GO:0005544, GO:0036148, GO:0005509, GO:0031901, GO:0006644, GO:0019722, GO:0008970, GO:0036498, GO:0046475, GO:0006954, GO:0036151, GO:0036150, GO:0036152, GO:0005829, GO:0007567, GO:0005743, GO:0005576, GO:0019369, GO:0102567, GO:0004622, GO:0004623","GO:0005737, GO:0005654, GO:0006284, GO:0016798, GO:0006281, GO:0140078, GO:0005634, GO:0045008, GO:0008022, GO:0032074, GO:0005815, GO:0003906, GO:0006974, GO:0008270, GO:0006979, GO:0006289, GO:0005694, GO:0003684, GO:0019104"
FAN1,STX16,36579,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0019221, GO:0090091, GO:0017108, GO:0030035, GO:0030036, GO:0008144, GO:0030175, GO:0005902, GO:0007163, GO:0007043, GO:0009653, GO:0015629, GO:0005737, GO:0001725, GO:0001726, GO:0002102, GO:0045171, GO:0070062, GO:0000724, GO:0043209, GO:0005634, GO:0000287, GO:0070336, GO:0033683, GO:0051491, GO:0003779, GO:0140036, GO:0036297, GO:0016477, GO:0071803, GO:0005856, GO:0031941, GO:0008283, GO:0030027, GO:0051017, GO:0031253, GO:0044393, GO:0051015, GO:0030426, GO:0006974, GO:0035089, GO:0008409, GO:0005911, GO:0032956, GO:0006281, GO:0006289, GO:0004528, GO:0030674, GO:0010592, GO:0048870, GO:0005829, GO:0071437, GO:0045296, GO:0003723, GO:0005515, GO:0005654, GO:0032534","GO:0006906, GO:0005484, GO:0005925, GO:0031201, GO:0005737, GO:0031985, GO:0016021, GO:0090161, GO:0048471, GO:0005794, GO:0048278, GO:0032588, GO:0019905, GO:0012505, GO:0042147, GO:0000149, GO:0043231, GO:0005829, GO:0005802, GO:0000139, GO:0005515, GO:0006886"
PSMD14,TOMM40,36582,,exp,coexpression,13,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0016021, GO:0046930, GO:0005829, GO:0005739, GO:0008320, GO:0005742, GO:0005743, GO:0031307, GO:0005741, GO:0015288, GO:0005515, GO:0006811, GO:0030150, GO:0006626"
COPS7B,RABL2A,36625,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0006974, GO:0006283, GO:0006281, GO:0000338, GO:0005829, GO:0000715, GO:0005654, GO:0005515, GO:0043687, GO:0008180","GO:0032482, GO:0006886, GO:0003924, GO:0012505, GO:0005525"
EIF3L,NOP53,36639,,exp,coexpression,14,,xxxxxx,xxxxxx,"GO:0005654, GO:0005852, GO:0005829, GO:0016020, GO:0001650, GO:0003723, GO:0005515, GO:0075525, GO:0006413, GO:0003743","GO:1903006, GO:0032436, GO:0032435, GO:0050821, GO:0051898, GO:0042981, GO:0000027, GO:0000122, GO:1903715, GO:0005654, GO:0071456, GO:1901797, GO:1901796, GO:0042802, GO:0006281, GO:0031333, GO:0001650, GO:1990173, GO:0051726, GO:1902570, GO:1901837, GO:0014067, GO:0006974, GO:0008097, GO:0043231, GO:0039535, GO:0005829, GO:0005730, GO:0005622, GO:0033553, GO:0003723, GO:0005515, GO:0007095, GO:0001932, GO:0002039"
PSMB7,SEM1,36642,,exp,coexpression,14,,xxxxxx,xxxxxx,"GO:0005737, GO:0016032, GO:0004175, GO:1904813, GO:0005839, GO:0051603, GO:0043687, GO:0005634, GO:0010498, GO:0043312, GO:0019774, GO:0004298, GO:0005654, GO:0010499, GO:0005576, GO:0005515, GO:0034774, GO:0000502, GO:0043161, GO:0016579, GO:0005829","GO:0006974, GO:0006281, GO:0000724"
EME1,MYDGF,36658,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005720, GO:0006974, GO:0006302, GO:0005730, GO:0000712, GO:0006281, GO:0072429, GO:0004520, GO:0036297, GO:0005654, GO:0090305, GO:0000790, GO:0005515, GO:0003677, GO:0008821, GO:0046872, GO:0031297, GO:0048476, GO:0031573","GO:0043410, GO:0005615, GO:0005793, GO:0006915, GO:0005788, GO:0036498, GO:0001938, GO:0043066, GO:0045944, GO:0014068, GO:0005515, GO:0045766, GO:0001525, GO:0051897, GO:0001934"
RPL27A,UBA52,36671,,exp,coexpression,14,,xxxxxx,xxxxxx,"GO:0000184, GO:0005783, GO:0022625, GO:0005829, GO:0016020, GO:0006614, GO:0003735, GO:0003723, GO:0005515, GO:0006413, GO:0006412","GO:0000187, GO:0006294, GO:0006297, GO:0000184, GO:0005783, GO:0019985, GO:0019068, GO:0006614, GO:0005789, GO:0061024, GO:0006296, GO:0042769, GO:0043065, GO:0070987, GO:0061418, GO:0000209, GO:0010008, GO:0005737, GO:0003735, GO:0007254, GO:0030666, GO:0005615, GO:0070498, GO:0000122, GO:0005634, GO:0006281, GO:0033683, GO:0055085, GO:0005654, GO:0070628, GO:0019058, GO:0043488, GO:0035666, GO:0016579, GO:0042276, GO:0006283, GO:0044267, GO:0006625, GO:0016567, GO:0043066, GO:0006464, GO:0070423, GO:0006974, GO:0051092, GO:0015935, GO:0031145, GO:0019221, GO:0005886, GO:0019941, GO:0051403, GO:0022627, GO:0030512, GO:0007179, GO:0031982, GO:0016197, GO:0002755, GO:0075733, GO:0031625, GO:0005840, GO:0043657, GO:0070062, GO:0005829, GO:0016055, GO:0007249, GO:0036297, GO:0000715, GO:0005765, GO:0005741, GO:0045944, GO:0005515, GO:0031386, GO:0006413, GO:0070911"
ATXN3,UBN2,36692,,exp,coexpression,13,,xxxxxx,xxxxxx,"GO:1904294, GO:0034605, GO:0005886, GO:0030036, GO:0061578, GO:1904379, GO:0000226, GO:0042405, GO:0005737, GO:0005730, GO:0005789, GO:0043161, GO:0005634, GO:0036459, GO:0005654, GO:0071218, GO:0005759, GO:0016363, GO:0016579, GO:0070536, GO:0071108, GO:0006281, GO:0010810, GO:0051117, GO:0006289, GO:0006974, GO:0035520, GO:0007268, GO:0031966, GO:0004843, GO:0031625, GO:0007399, GO:0045104, GO:0005829, GO:0006355, GO:0006511, GO:0006351, GO:0005515, GO:0006515, GO:1990380","GO:0005654, GO:0005615"
FARSA,RUVBL1,36696,,exp,coexpression,14,,xxxxxx,xxxxxx,"GO:0005737, GO:0004826, GO:0000049, GO:0006432, GO:0009328, GO:0005829, GO:0016020, GO:0051290, GO:0003723, GO:0005515, GO:0005524","GO:0034080, GO:0090263, GO:0017025, GO:0031011, GO:1904837, GO:0097255, GO:0035267, GO:0016887, GO:0003678, GO:0007049, GO:0001094, GO:0070062, GO:0005634, GO:0016020, GO:0003713, GO:0005815, GO:0005654, GO:0004003, GO:0043967, GO:0016573, GO:0043141, GO:0016363, GO:0016579, GO:0071339, GO:0005524, GO:1903508, GO:0006281, GO:0043968, GO:0051117, GO:0032508, GO:1904874, GO:0007283, GO:0043531, GO:0006310, GO:0006974, GO:0000492, GO:0006338, GO:0051301, GO:0005829, GO:1990904, GO:0045296, GO:0000812, GO:0006357, GO:0006351, GO:0005515, GO:0040008"
JAK3,NABP1,36724,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005088, GO:0019221, GO:0071104, GO:0070232, GO:0018108, GO:0007167, GO:0035556, GO:0045221, GO:0035771, GO:0005856, GO:0042981, GO:0046425, GO:0000165, GO:0043029, GO:0032693, GO:0035723, GO:0004713, GO:0032695, GO:0070669, GO:0002731, GO:0005524, GO:0045626, GO:0006468, GO:0030183, GO:0038113, GO:0038111, GO:0038110, GO:0038114, GO:0019903, GO:0042102, GO:0007260, GO:0070244, GO:0030218, GO:0005829, GO:0060397, GO:0070672, GO:0070670, GO:0002250, GO:0005515, GO:0050868, GO:0005768","GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784"
PAK1IP1,UBE2N,36730,,exp,coexpression,13,,xxxxxx,xxxxxx,"GO:0042273, GO:0009968, GO:0008283, GO:0005730, GO:0060021, GO:0005515, GO:1901796","GO:0000187, GO:0035370, GO:0070498, GO:0031058, GO:0005737, GO:0007254, GO:0006303, GO:0070062, GO:0006301, GO:0000724, GO:0000729, GO:0005654, GO:0016574, GO:0033182, GO:0006508, GO:0070534, GO:0005524, GO:0043123, GO:0050852, GO:0006282, GO:0006281, GO:0006464, GO:0001650, GO:0004842, GO:0061631, GO:0031372, GO:0051092, GO:0032991, GO:0051443, GO:0005829, GO:0070423, GO:0000151, GO:0006974, GO:0016567, GO:0043130, GO:0003723, GO:0005515, GO:0045739, GO:0005634"
VPS52,DMAP1,36734,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005794, GO:0048611, GO:0005515, GO:0000938, GO:0032456, GO:0005829, GO:0016020, GO:0017137, GO:1990745, GO:0042147, GO:0032588, GO:0006896, GO:0019905, GO:0007041, GO:0015031, GO:0048471, GO:0010668, GO:0055037, GO:0010008","GO:0035267, GO:0005737, GO:0006306, GO:0000122, GO:0005634, GO:0003714, GO:0005654, GO:0005657, GO:0043967, GO:0000981, GO:0006281, GO:0043968, GO:0006974, GO:0045471, GO:0045892, GO:0001103, GO:0042307, GO:0006338, GO:0005829, GO:0006351, GO:0005515, GO:0040008"
EIF3E,NOP53,36792,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005737, GO:0016605, GO:0000184, GO:0005852, GO:0070062, GO:0047485, GO:0005634, GO:0016020, GO:0045296, GO:0005654, GO:0016604, GO:0000785, GO:0003723, GO:0005515, GO:0045947, GO:1902416, GO:0045727, GO:0006413, GO:0005829, GO:0006446, GO:0003743","GO:1903006, GO:0032436, GO:0032435, GO:0050821, GO:0051898, GO:0042981, GO:0000027, GO:0000122, GO:1903715, GO:0005654, GO:0071456, GO:1901797, GO:1901796, GO:0042802, GO:0006281, GO:0031333, GO:0001650, GO:1990173, GO:0051726, GO:1902570, GO:1901837, GO:0014067, GO:0006974, GO:0008097, GO:0043231, GO:0039535, GO:0005829, GO:0005730, GO:0005622, GO:0033553, GO:0003723, GO:0005515, GO:0007095, GO:0001932, GO:0002039"
RPL11,NOP53,36793,,exp,coexpression,13,,xxxxxx,xxxxxx,"GO:0034504, GO:0000184, GO:0022625, GO:0006614, GO:0050821, GO:0010628, GO:0000027, GO:0005737, GO:0003735, GO:0032092, GO:0070062, GO:0005730, GO:0016020, GO:2000059, GO:0005654, GO:0006364, GO:1904667, GO:0002181, GO:1901796, GO:0042788, GO:0042273, GO:0006605, GO:2000435, GO:0008097, GO:0031625, GO:0032991, GO:0005829, GO:1990948, GO:0003723, GO:0005515, GO:0032435, GO:0006413, GO:0006412","GO:1903006, GO:0032436, GO:0032435, GO:0050821, GO:0051898, GO:0042981, GO:0000027, GO:0000122, GO:1903715, GO:0005654, GO:0071456, GO:1901797, GO:1901796, GO:0042802, GO:0006281, GO:0031333, GO:0001650, GO:1990173, GO:0051726, GO:1902570, GO:1901837, GO:0014067, GO:0006974, GO:0008097, GO:0043231, GO:0039535, GO:0005829, GO:0005730, GO:0005622, GO:0033553, GO:0003723, GO:0005515, GO:0007095, GO:0001932, GO:0002039"
RPS27A,RACK1,36822,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0000187, GO:0006294, GO:0006297, GO:0000184, GO:0015935, GO:0019985, GO:0019068, GO:0019058, GO:0006614, GO:0005789, GO:0061024, GO:0006296, GO:0042769, GO:0043065, GO:0070987, GO:0061418, GO:0000209, GO:0010008, GO:0005737, GO:0003735, GO:0007254, GO:0030666, GO:0005615, GO:0070498, GO:0000122, GO:0043209, GO:0005634, GO:0016020, GO:0033683, GO:0055085, GO:0005654, GO:0070628, GO:0016055, GO:0043488, GO:0035666, GO:0046872, GO:0016579, GO:0042276, GO:0006283, GO:0044267, GO:0006625, GO:0019941, GO:0043066, GO:0031145, GO:0070423, GO:0006974, GO:0051092, GO:0019221, GO:0005886, GO:0051403, GO:0006281, GO:0022627, GO:0030512, GO:0007179, GO:0031982, GO:0016197, GO:0002755, GO:0075733, GO:0031625, GO:0043657, GO:0070062, GO:0005829, GO:0005730, GO:0007249, GO:0036297, GO:0000715, GO:0016567, GO:0005741, GO:0045944, GO:0003723, GO:0005515, GO:0031386, GO:0006413, GO:0006412, GO:0070911","GO:0043547, GO:0032436, GO:0015935, GO:0030308, GO:0005080, GO:0033137, GO:0010803, GO:0042169, GO:0019899, GO:0004871, GO:0010629, GO:0051898, GO:0032947, GO:1990630, GO:0030178, GO:0007049, GO:0030332, GO:0005737, GO:0043065, GO:0050765, GO:0043204, GO:0035591, GO:0005634, GO:0007369, GO:0030971, GO:0005739, GO:0051302, GO:0005654, GO:0048511, GO:0022627, GO:0071333, GO:0032464, GO:0048471, GO:0032880, GO:0043025, GO:0042803, GO:0051343, GO:0030335, GO:0016032, GO:2000304, GO:0006919, GO:0006915, GO:2000543, GO:2001244, GO:0019903, GO:0030425, GO:0042998, GO:0061099, GO:1903208, GO:0030292, GO:0008200, GO:0001891, GO:0072344, GO:0043473, GO:0043022, GO:0071363, GO:0008656, GO:0051726, GO:0070062, GO:0005829, GO:0030496, GO:0045296, GO:0016567, GO:0051901, GO:0003723, GO:0005515, GO:0017148, GO:0005102, GO:1900102, GO:0001934, GO:2000114"
CCT2,RUVBL2,36824,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0006457, GO:1904851, GO:0050821, GO:1904874, GO:0035578, GO:1904871, GO:0051082, GO:0090666, GO:0005874, GO:1901998, GO:0070062, GO:0043209, GO:0051086, GO:0032212, GO:0005832, GO:0005576, GO:0005524, GO:0051973, GO:0051131, GO:0044297, GO:0007339, GO:0031625, GO:0005829, GO:0044183, GO:0043312, GO:0002199, GO:0005515","GO:0003714, GO:0006457, GO:0035066, GO:0017025, GO:0031011, GO:0031490, GO:0035267, GO:0016887, GO:0034644, GO:0003678, GO:0000812, GO:0001094, GO:0005719, GO:0070062, GO:0005813, GO:0005634, GO:0016020, GO:0051082, GO:0005654, GO:0071392, GO:0042802, GO:0043967, GO:0071169, GO:0043141, GO:0016363, GO:0071339, GO:0005524, GO:0000980, GO:0090090, GO:0016573, GO:0006281, GO:0043968, GO:0004003, GO:0032508, GO:0008013, GO:1903507, GO:0006974, GO:0042803, GO:0043531, GO:0006310, GO:0000492, GO:0006338, GO:1904874, GO:0005829, GO:0071733, GO:1990904, GO:0097255, GO:0005622, GO:0071899, GO:0051117, GO:0006357, GO:0045944, GO:0006351, GO:0005515, GO:0000979, GO:0040008"
INTS3,STX16,36847,,exp,coexpression,15,,xxxxxx,xxxxxx,"GO:0005737, GO:0006974, GO:0010212, GO:0006281, GO:0005634, GO:0005730, GO:0032039, GO:0005654, GO:0005515, GO:0016180, GO:0042795, GO:0070876, GO:0007093","GO:0006906, GO:0005484, GO:0005925, GO:0031201, GO:0005737, GO:0031985, GO:0016021, GO:0090161, GO:0048471, GO:0005794, GO:0048278, GO:0032588, GO:0019905, GO:0012505, GO:0042147, GO:0000149, GO:0043231, GO:0005829, GO:0005802, GO:0000139, GO:0005515, GO:0006886"
INTS3,N6AMT1,36853,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005737, GO:0006974, GO:0010212, GO:0006281, GO:0005634, GO:0005730, GO:0032039, GO:0005654, GO:0005515, GO:0016180, GO:0042795, GO:0070876, GO:0007093","GO:0006479, GO:0032991, GO:0003676, GO:0030307, GO:0005829, GO:0035657, GO:0008276, GO:0005515, GO:0008757"
RPL5,NPM1,36859,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0000184, GO:0005783, GO:0022625, GO:0006614, GO:0050821, GO:0010628, GO:0005925, GO:0000027, GO:0005737, GO:0003735, GO:0048027, GO:0070062, GO:0005730, GO:0005634, GO:0016020, GO:2000059, GO:0005654, GO:0006364, GO:1904667, GO:1901796, GO:0045727, GO:0003730, GO:0042273, GO:0008097, GO:0031625, GO:0032991, GO:0005829, GO:1990904, GO:1990948, GO:0003723, GO:0005515, GO:2000435, GO:0006413, GO:0006412","GO:0034080, GO:0008104, GO:0042393, GO:0005829, GO:0033613, GO:0042255, GO:0044387, GO:1902629, GO:0030957, GO:0010824, GO:0010826, GO:0007165, GO:0034644, GO:0031616, GO:0005925, GO:0046599, GO:0005737, GO:0000056, GO:0006407, GO:0005730, GO:0005813, GO:0005634, GO:0016020, GO:0003713, GO:0051082, GO:0030529, GO:0005654, GO:1902751, GO:0043066, GO:0045944, GO:0043023, GO:0045727, GO:0043024, GO:0042803, GO:0008284, GO:0008285, GO:0016032, GO:0006281, GO:0060699, GO:0008134, GO:0032071, GO:0006913, GO:0051059, GO:0004860, GO:0045893, GO:0001047, GO:0051092, GO:0051259, GO:0019901, GO:0000055, GO:0003682, GO:0032991, GO:0007569, GO:0032993, GO:0006334, GO:0042274, GO:1990904, GO:0042273, GO:0006974, GO:0006357, GO:0007098, GO:0003723, GO:0005515, GO:0046982, GO:0060735, GO:0006886, GO:0006338"
