,dbs,evidence type,methods,ntissues,pmids,symbol1,symbol2,uniprot1,uniprot2
5174,,exp,coexpression,15,,DCTPP1,C1QBP,xxxxxx,xxxxxx
5175,,exp,coexpression,10,,SSR4,OSTC,xxxxxx,xxxxxx
5176,,exp,coexpression,10,,RPN2,ILF2,xxxxxx,xxxxxx
5177,,exp,coexpression,10,,NDUFA9,DLD,xxxxxx,xxxxxx
5178,,exp,coexpression,14,,SLC2A14,SLC2A3,xxxxxx,xxxxxx
5179,,exp,coexpression,10,,MRM3,DDX28,xxxxxx,xxxxxx
5180,,exp,coexpression,10,,TIMP4,SYN2,xxxxxx,xxxxxx
5181,,exp,coexpression,13,,UQCRFS1,NDUFB9,xxxxxx,xxxxxx
5182,,exp,coexpression,13,,PUM3,SNRPD1,xxxxxx,xxxxxx
5183,,exp,coexpression,17,,UBL5,NDUFA13,xxxxxx,xxxxxx
5184,,exp,coexpression,10,,SRGN,STOM,xxxxxx,xxxxxx
5185,,exp,coexpression,10,,POGZ,ZNF692,xxxxxx,xxxxxx
5186,,exp,coexpression,11,,HNRNPAB,PPRC1,xxxxxx,xxxxxx
5187,,exp,coexpression,11,,ZMYM6,METTL17,xxxxxx,xxxxxx
5188,,exp,coexpression,11,,ITGB2,CD68,xxxxxx,xxxxxx
5189,,exp,coexpression,11,,PLEKHO2,IFITM3,xxxxxx,xxxxxx
5190,,exp,coexpression,11,,MRPS35,TXN2,xxxxxx,xxxxxx
5191,,exp,coexpression,10,,CDK5RAP3,LMNTD2,xxxxxx,xxxxxx
5192,,exp,coexpression,11,,PRPF19,EXOSC4,xxxxxx,xxxxxx
5193,,exp,coexpression,11,,FCER1G,NCF4,xxxxxx,xxxxxx
5194,,exp,coexpression,10,,FPR3,CD86,xxxxxx,xxxxxx
5195,,exp,coexpression,15,,NDUFS3,NDUFA9,xxxxxx,xxxxxx
5196,,exp,coexpression,11,,ZNF337,ZNF546,xxxxxx,xxxxxx
5197,,exp,coexpression,10,,CCDC39,ZRANB2,xxxxxx,xxxxxx
5198,,exp,coexpression,13,,IPO4,EBNA1BP2,xxxxxx,xxxxxx
5199,,exp,coexpression,10,,TOMM5,UQCRQ,xxxxxx,xxxxxx
5200,,exp,coexpression,10,,ATP5F1E,NDUFA13,xxxxxx,xxxxxx
5201,,exp,coexpression,12,,RPL36A,EIF4A1,xxxxxx,xxxxxx
5202,,exp,coexpression,13,,MRPL15,MRPL39,xxxxxx,xxxxxx
5203,,exp,coexpression,10,,AP3B1,GLB1,xxxxxx,xxxxxx
5204,,exp,coexpression,11,,PTAFR,RNASE6,xxxxxx,xxxxxx
5205,,exp,coexpression,10,,RBM39,ECHDC2,xxxxxx,xxxxxx
5206,,exp,coexpression,11,,AP4B1,FAM156A,xxxxxx,xxxxxx
5207,,exp,coexpression,14,,THOC1,CCNL2,xxxxxx,xxxxxx
5208,,exp,coexpression,14,,INTS3,ZNF638,xxxxxx,xxxxxx
5209,,exp,coexpression,10,,RELA,YBX3,xxxxxx,xxxxxx
5210,,exp,coexpression,14,,TFEC,RNASE6,xxxxxx,xxxxxx
5211,,exp,coexpression,10,,APEH,MRPS16,xxxxxx,xxxxxx
5212,,exp,coexpression,11,,NDUFAB1,MRPL58,xxxxxx,xxxxxx
5213,,exp,coexpression,10,,EIF3L,RACK1,xxxxxx,xxxxxx
5214,,exp,coexpression,11,,DOK2,FCGR3A,xxxxxx,xxxxxx
5215,,exp,coexpression,10,,HMBS,RRP36,xxxxxx,xxxxxx
5216,,exp,coexpression,10,,PPP2CA,ARPC5L,xxxxxx,xxxxxx
5217,,exp,coexpression,11,,SNRNP70,ZNF211,xxxxxx,xxxxxx
5218,,exp,coexpression,10,,AGK,METTL17,xxxxxx,xxxxxx
5219,,exp,coexpression,10,,GLRX5,NDUFB10,xxxxxx,xxxxxx
5220,,exp,coexpression,12,,ZNF177,KRBOX4,xxxxxx,xxxxxx
5221,,exp,coexpression,12,,SLC39A1,OSMR,xxxxxx,xxxxxx
5222,,exp,coexpression,11,,TIMM23,TIMM10,xxxxxx,xxxxxx
5223,,exp,coexpression,11,,AGAP5,FAM156A,xxxxxx,xxxxxx
5224,,exp,coexpression,11,,NOP10,JPT1,xxxxxx,xxxxxx
5225,,exp,coexpression,13,,UTP4,ZPR1,xxxxxx,xxxxxx
5226,,exp,coexpression,13,,FH,AURKAIP1,xxxxxx,xxxxxx
5227,,exp,coexpression,10,,MCTS1,MRPL51,xxxxxx,xxxxxx
5228,,exp,coexpression,10,,TTC14,S100PBP,xxxxxx,xxxxxx
5229,,exp,coexpression,10,,WDR6,LUC7L3,xxxxxx,xxxxxx
5230,,exp,coexpression,10,,RAB3IL1,PLSCR4,xxxxxx,xxxxxx
5231,,exp,coexpression,10,,WDR27,HPS4,xxxxxx,xxxxxx
5232,,exp,coexpression,12,,MGAT2,TMED9,xxxxxx,xxxxxx
5233,,exp,coexpression,14,,RRP9,LTV1,xxxxxx,xxxxxx
5234,,exp,coexpression,10,,YRDC,UTP3,xxxxxx,xxxxxx
5235,,exp,coexpression,13,,ACBD3,SEC24A,xxxxxx,xxxxxx
5236,,exp,coexpression,11,,GGA3,FAM160B2,xxxxxx,xxxxxx
5237,,exp,coexpression,11,,TIMP2,IGFBP7,xxxxxx,xxxxxx
5238,,exp,coexpression,11,,GDPGP1,CIB1,xxxxxx,xxxxxx
5239,,exp,coexpression,10,,RNASE1,FOLR2,xxxxxx,xxxxxx
5240,,exp,coexpression,11,,VDAC1,C1QBP,xxxxxx,xxxxxx
5241,,exp,coexpression,13,,RPS19,RPL19,xxxxxx,xxxxxx
5242,,exp,coexpression,10,,HNRNPAB,FTSJ1,xxxxxx,xxxxxx
5243,,exp,coexpression,13,,TIMM17A,EIF5A,xxxxxx,xxxxxx
5244,,exp,coexpression,11,,CCT2,RRP15,xxxxxx,xxxxxx
5245,,exp,coexpression,10,,DOT1L,DHX15,xxxxxx,xxxxxx
5246,,exp,coexpression,14,,KHDC4,CEP95,xxxxxx,xxxxxx
5247,,exp,coexpression,10,,DPP3,TMED9,xxxxxx,xxxxxx
5248,,exp,coexpression,10,,GNL3,VARS,xxxxxx,xxxxxx
5249,,exp,coexpression,12,,WDR59,TIA1,xxxxxx,xxxxxx
5250,,exp,coexpression,11,,CXXC1,TOP3B,xxxxxx,xxxxxx
5251,,exp,coexpression,10,,PSMD14,LMBR1L,xxxxxx,xxxxxx
5252,,exp,coexpression,10,,DDX1,CCT7,xxxxxx,xxxxxx
5253,,exp,coexpression,11,,AIFM1,NDUFS3,xxxxxx,xxxxxx
5254,,exp,coexpression,10,,WDR12,WDR77,xxxxxx,xxxxxx
5255,,exp,coexpression,10,,ZFAND5,PDK4,xxxxxx,xxxxxx
5256,,exp,coexpression,19,,PCDHGA4,PCDHGB4,xxxxxx,xxxxxx
5257,,exp,coexpression,10,,PPIB,SND1,xxxxxx,xxxxxx
5258,,exp,coexpression,10,,HNRNPAB,UBE2N,xxxxxx,xxxxxx
5259,,exp,coexpression,11,,LAPTM5,MYO1F,xxxxxx,xxxxxx
5260,,exp,coexpression,15,,ZNF638,ZNF182,xxxxxx,xxxxxx
5261,,exp,coexpression,19,,PCDHGA2,PCDHGA10,xxxxxx,xxxxxx
5262,,exp,coexpression,10,,IPO4,PLAA,xxxxxx,xxxxxx
5263,,exp,coexpression,11,,NOP2,DNAJC2,xxxxxx,xxxxxx
5264,,exp,coexpression,10,,IFT172,FAM156A,xxxxxx,xxxxxx
5265,,exp,coexpression,13,,WDR43,PIGW,xxxxxx,xxxxxx
5266,,exp,coexpression,14,,ZAP70,CCL5,xxxxxx,xxxxxx
5267,,exp,coexpression,11,,ATP5MG,C1QBP,xxxxxx,xxxxxx
5268,,exp,coexpression,12,,METTL17,FAM193B,xxxxxx,xxxxxx
5269,,exp,coexpression,16,,MRPL47,GTF3C6,xxxxxx,xxxxxx
5270,,exp,coexpression,10,,EPRS,SCFD2,xxxxxx,xxxxxx
5271,,exp,coexpression,11,,GSPT1,ABCF2,xxxxxx,xxxxxx
5272,,exp,coexpression,11,,ARMC6,MTCH2,xxxxxx,xxxxxx
5273,,exp,coexpression,11,,TOMM7,RPS20,xxxxxx,xxxxxx
5274,,exp,coexpression,10,,CCDC14,FGFR1OP,xxxxxx,xxxxxx
5275,,exp,coexpression,11,,C19orf66,N4BP2L1,xxxxxx,xxxxxx
5276,,exp,coexpression,15,,CYBB,HCK,xxxxxx,xxxxxx
5277,,exp,coexpression,14,,COA4,FARSA,xxxxxx,xxxxxx
5278,,exp,coexpression,14,,METTL1,URB2,xxxxxx,xxxxxx
5279,,exp,coexpression,10,,PSMB5,ORMDL2,xxxxxx,xxxxxx
5280,,exp,coexpression,18,,VXN,ADHFE1,xxxxxx,xxxxxx
5281,,exp,coexpression,10,,PTPN7,LCK,xxxxxx,xxxxxx
5282,,exp,coexpression,10,,SPI1,THEMIS2,xxxxxx,xxxxxx
5283,,exp,coexpression,10,,PPAN-P2RY11,PUS7,xxxxxx,xxxxxx
5284,,exp,coexpression,11,,MRPL15,ATP5MF-PTCD1,xxxxxx,xxxxxx
5285,,exp,coexpression,10,,EMC3,PPP1R7,xxxxxx,xxxxxx
5286,,exp,coexpression,18,,RPLP0,RPS17,xxxxxx,xxxxxx
5287,,exp,coexpression,10,,OSBPL7,LUC7L3,xxxxxx,xxxxxx
5288,,exp,coexpression,10,,SF3B5,ERH,xxxxxx,xxxxxx
5289,,exp,coexpression,10,,TCEAL8,EID1,xxxxxx,xxxxxx
5290,,exp,coexpression,10,,ADGRA2,LUM,xxxxxx,xxxxxx
5291,,exp,coexpression,11,,BCDIN3D,MED18,xxxxxx,xxxxxx
5292,,exp,coexpression,11,,PTRH2,MRPL3,xxxxxx,xxxxxx
5293,,exp,coexpression,12,,HNRNPH1,MSANTD2,xxxxxx,xxxxxx
5294,,exp,coexpression,12,,FAM156B,CSAD,xxxxxx,xxxxxx
5295,,exp,coexpression,10,,MRPL12,SEC61B,xxxxxx,xxxxxx
5296,,exp,coexpression,14,,LENG8,ZRANB2,xxxxxx,xxxxxx
5297,,exp,coexpression,10,,CCT2,NOP56,xxxxxx,xxxxxx
5298,,exp,coexpression,13,,PSMD14,MDH2,xxxxxx,xxxxxx
5299,,exp,coexpression,18,,RPS3A,RPL12,xxxxxx,xxxxxx
5300,,exp,coexpression,12,,MYCT1,ERG,xxxxxx,xxxxxx
5301,,exp,coexpression,11,,PSMB5,DCUN1D5,xxxxxx,xxxxxx
5302,,exp,coexpression,15,,EMILIN3,LPIN3,xxxxxx,xxxxxx
5303,,exp,coexpression,14,,BYSL,ALYREF,xxxxxx,xxxxxx
5304,,exp,coexpression,10,,CDK10,GGA3,xxxxxx,xxxxxx
5305,,exp,coexpression,13,,SLIT3,ANTXR1,xxxxxx,xxxxxx
5306,,exp,coexpression,10,,NEIL1,ANAPC4,xxxxxx,xxxxxx
5307,,exp,coexpression,11,,CD163L1,TFEC,xxxxxx,xxxxxx
5308,,exp,coexpression,12,,SAMSN1,LILRB3,xxxxxx,xxxxxx
5309,,exp,coexpression,10,,PODN,PRELP,xxxxxx,xxxxxx
5310,,exp,coexpression,14,,RPS19,RPL34,xxxxxx,xxxxxx
5311,,exp,coexpression,12,,RAN,PAICS,xxxxxx,xxxxxx
5312,,exp,coexpression,18,,RPL7A,RPL19,xxxxxx,xxxxxx
5313,,exp,coexpression,11,,SPSB3,CCDC130,xxxxxx,xxxxxx
5314,,exp,coexpression,15,,CRYGS,MSS51,xxxxxx,xxxxxx
5315,,exp,coexpression,12,,DCAF13,PNO1,xxxxxx,xxxxxx
5316,,exp,coexpression,14,,DNTTIP2,EIF2S1,xxxxxx,xxxxxx
5317,,exp,coexpression,10,,GFM1,PGAM5,xxxxxx,xxxxxx
5318,,exp,coexpression,12,,TOMM40,EXOSC4,xxxxxx,xxxxxx
5319,,exp,coexpression,17,,NDUFC1,NDUFA2,xxxxxx,xxxxxx
5320,,exp,coexpression,10,,ZNF248,RABL2B,xxxxxx,xxxxxx
5321,,exp,coexpression,10,,TTLL3,FADD,xxxxxx,xxxxxx
5322,,exp,coexpression,11,,TXN,MYL12B,xxxxxx,xxxxxx
5323,,exp,coexpression,12,,UBL5,MRPL51,xxxxxx,xxxxxx
5324,,exp,coexpression,10,,NDUFV2,PSMA5,xxxxxx,xxxxxx
5325,,exp,coexpression,12,,CD84,FGD2,xxxxxx,xxxxxx
5326,,exp,coexpression,10,,EIF3J,CCT8,xxxxxx,xxxxxx
5327,,exp,coexpression,11,,CLASRP,AGAP6,xxxxxx,xxxxxx
5328,,exp,coexpression,12,,PPM1G,EIF3I,xxxxxx,xxxxxx
5329,,exp,coexpression,13,,ITPKC,MT1X,xxxxxx,xxxxxx
5330,,exp,coexpression,11,,SLC7A7,SLA,xxxxxx,xxxxxx
5331,,exp,coexpression,11,,GFM1,PDE12,xxxxxx,xxxxxx
5332,,exp,coexpression,10,,MRPL3,ACTL6A,xxxxxx,xxxxxx
5333,,exp,coexpression,12,,ADAP2,C1QC,xxxxxx,xxxxxx
5334,,exp,coexpression,10,,DDOST,COPE,xxxxxx,xxxxxx
5335,,exp,coexpression,12,,ORMDL2,EEF2KMT,xxxxxx,xxxxxx
5336,,exp,coexpression,16,,RPL13A,RPL34,xxxxxx,xxxxxx
5337,,exp,coexpression,12,,VAV1,LCP1,xxxxxx,xxxxxx
5338,,exp,coexpression,11,,SEC24A,HYOU1,xxxxxx,xxxxxx
5339,,exp,coexpression,14,,ATP5PO,ATP5F1C,xxxxxx,xxxxxx
5340,,exp,coexpression,11,,ZNF445,PNISR,xxxxxx,xxxxxx
5341,,exp,coexpression,19,,PCDHGB7,PCDHGA11,xxxxxx,xxxxxx
5342,,exp,coexpression,11,,ATP5MPL,COX7A2,xxxxxx,xxxxxx
5343,,exp,coexpression,16,,OGT,LUC7L3,xxxxxx,xxxxxx
5344,,exp,coexpression,17,,UQCR10,NDUFB3,xxxxxx,xxxxxx
5345,,exp,coexpression,11,,MXRA8,MRC2,xxxxxx,xxxxxx
5346,,exp,coexpression,12,,NDUFA12,NDUFB10,xxxxxx,xxxxxx
5347,,exp,coexpression,10,,POGZ,SMIM12,xxxxxx,xxxxxx
5348,,exp,coexpression,15,,PSMB3,PSMC4,xxxxxx,xxxxxx
5349,,exp,coexpression,10,,PTGES2,PSMA5,xxxxxx,xxxxxx
5350,,exp,coexpression,11,,CLK3,SRSF1,xxxxxx,xxxxxx
5351,,exp,coexpression,10,,PNO1,NOC3L,xxxxxx,xxxxxx
5352,,exp,coexpression,11,,SEC31A,TMEM214,xxxxxx,xxxxxx
5353,,exp,coexpression,10,,ACAT2,SQLE,xxxxxx,xxxxxx
5354,,exp,coexpression,10,,EIF5A,GAB1,xxxxxx,xxxxxx
5355,,exp,coexpression,10,,URB2,NOC3L,xxxxxx,xxxxxx
5356,,exp,coexpression,13,,AMY2B,AMY1B,xxxxxx,xxxxxx
5357,,exp,coexpression,10,,RFC3,CENPH,xxxxxx,xxxxxx
5358,,exp,coexpression,10,,PDZD4,ARHGEF25,xxxxxx,xxxxxx
5359,,exp,coexpression,14,,ATP5MG,COX16,xxxxxx,xxxxxx
5360,,exp,coexpression,14,,ATP5PD,COX7C,xxxxxx,xxxxxx
5361,,exp,coexpression,10,,RAB1A,MYDGF,xxxxxx,xxxxxx
5362,,exp,coexpression,10,,FOXO3,KLF15,xxxxxx,xxxxxx
5363,,exp,coexpression,14,,ATP5MD,UQCRQ,xxxxxx,xxxxxx
5364,,exp,coexpression,10,,GOSR2,LRRC59,xxxxxx,xxxxxx
5365,,exp,coexpression,14,,TMEM160,FAM173A,xxxxxx,xxxxxx
5366,,exp,coexpression,10,,NIP7,IRAK1,xxxxxx,xxxxxx
5367,,exp,coexpression,10,,LAPTM5,SLCO2B1,xxxxxx,xxxxxx
5368,,exp,coexpression,11,,PSMD1,PSMA4,xxxxxx,xxxxxx
5369,,exp,coexpression,12,,NOL6,XPO5,xxxxxx,xxxxxx
5370,,exp,coexpression,10,,ZBED8,ZNF594,xxxxxx,xxxxxx
5371,,exp,coexpression,14,,SRPRB,CCT5,xxxxxx,xxxxxx
5372,,exp,coexpression,11,,PPP1R3E,ZNF345,xxxxxx,xxxxxx
5373,,exp,coexpression,10,,EIF4G1,TTLL3,xxxxxx,xxxxxx
5374,,exp,coexpression,13,,AIMP2,C16orf91,xxxxxx,xxxxxx
5375,,exp,coexpression,17,,RPL37A,RPL11,xxxxxx,xxxxxx
5376,,exp,coexpression,17,,C3AR1,RNASE6,xxxxxx,xxxxxx
5377,,exp,coexpression,10,,PSMD14,OGFOD1,xxxxxx,xxxxxx
5378,,exp,coexpression,10,,AHSA1,HSPA4,xxxxxx,xxxxxx
5379,,exp,coexpression,10,,COL3A1,EMILIN1,xxxxxx,xxxxxx
5380,,exp,coexpression,10,,UBE3C,GFM1,xxxxxx,xxxxxx
5381,,exp,coexpression,15,,KAT2A,STX16,xxxxxx,xxxxxx
5382,,exp,coexpression,10,,RPS13,RPLP0,xxxxxx,xxxxxx
5383,,exp,coexpression,11,,MRPS35,MRPS22,xxxxxx,xxxxxx
5384,,exp,coexpression,10,,EPB41L2,COL1A2,xxxxxx,xxxxxx
5385,,exp,coexpression,10,,MRPS16,MRPS23,xxxxxx,xxxxxx
5386,,exp,coexpression,16,,RPL38,RPS29,xxxxxx,xxxxxx
5387,,exp,coexpression,12,,PSMB7,PSMC2,xxxxxx,xxxxxx
5388,,exp,coexpression,16,,COX6B1,NDUFA13,xxxxxx,xxxxxx
5389,,exp,coexpression,10,,UTP14A,ALG3,xxxxxx,xxxxxx
5390,,exp,coexpression,13,,RPS24,RPL28,xxxxxx,xxxxxx
5391,,exp,coexpression,10,,CKMT1A,CKMT1B,xxxxxx,xxxxxx
5392,,exp,coexpression,10,,ZSCAN25,AKAP8,xxxxxx,xxxxxx
5393,,exp,coexpression,11,,SF3B6,UQCRQ,xxxxxx,xxxxxx
5394,,exp,coexpression,12,,ING5,PPP1R3E,xxxxxx,xxxxxx
5395,,exp,coexpression,12,,NDUFC1,COX7A2,xxxxxx,xxxxxx
5396,,exp,coexpression,14,,URB2,SPRTN,xxxxxx,xxxxxx
5397,,exp,coexpression,11,,KLHL41,NRAP,xxxxxx,xxxxxx
5398,,exp,coexpression,10,,RPF1,PSMD7,xxxxxx,xxxxxx
5399,,exp,coexpression,10,,PDE12,ALG3,xxxxxx,xxxxxx
5400,,exp,coexpression,12,,SLC35A2,TMEM33,xxxxxx,xxxxxx
5401,,exp,coexpression,10,,CCDC47,NARS,xxxxxx,xxxxxx
5402,,exp,coexpression,10,,ATP5F1E,ATP5PO,xxxxxx,xxxxxx
5403,,exp,coexpression,11,,LAIR1,CLEC7A,xxxxxx,xxxxxx
5404,,exp,coexpression,10,,TIMM23,DMTF1,xxxxxx,xxxxxx
5405,,exp,coexpression,10,,EIF2S1,YME1L1,xxxxxx,xxxxxx
5406,,exp,coexpression,11,,IL10RA,SELPLG,xxxxxx,xxxxxx
5407,,exp,coexpression,17,,RPL36,RPL29,xxxxxx,xxxxxx
5408,,exp,coexpression,14,,NOP14,IMP4,xxxxxx,xxxxxx
5409,,exp,coexpression,10,,PEA15,TFE3,xxxxxx,xxxxxx
5410,,exp,coexpression,10,,APEH,CLTC,xxxxxx,xxxxxx
5411,,exp,coexpression,12,,FERMT3,APOBR,xxxxxx,xxxxxx
5412,,exp,coexpression,11,,JMJD7-PLA2G4B,DMAP1,xxxxxx,xxxxxx
5413,,exp,coexpression,11,,NDUFAF4,CYCS,xxxxxx,xxxxxx
5414,,exp,coexpression,11,,SERPING1,AEBP1,xxxxxx,xxxxxx
5415,,exp,coexpression,13,,NHP2,SNRPG,xxxxxx,xxxxxx
5416,,exp,coexpression,10,,ALDH18A1,TMED9,xxxxxx,xxxxxx
5417,,exp,coexpression,14,,PLAA,PSMD12,xxxxxx,xxxxxx
5418,,exp,coexpression,18,,RPL23A,RPL38,xxxxxx,xxxxxx
5419,,exp,coexpression,10,,C8orf44,ZNF540,xxxxxx,xxxxxx
5420,,exp,coexpression,12,,MRPS35,PPP1CA,xxxxxx,xxxxxx
5421,,exp,coexpression,13,,PDE12,KPNA2,xxxxxx,xxxxxx
5422,,exp,coexpression,12,,TMEM147,EXOSC4,xxxxxx,xxxxxx
5423,,exp,coexpression,14,,CENPT,MIB2,xxxxxx,xxxxxx
5424,,exp,coexpression,13,,KHDC4,GRIPAP1,xxxxxx,xxxxxx
5425,,exp,coexpression,17,,RPS25,RPS20,xxxxxx,xxxxxx
5426,,exp,coexpression,12,,CCT6A,IMP4,xxxxxx,xxxxxx
5427,,exp,coexpression,10,,DIP2A,PSMB6,xxxxxx,xxxxxx
5428,,exp,coexpression,12,,PSMB7,ATP5MF,xxxxxx,xxxxxx
5429,,exp,coexpression,10,,PUS1,NOC3L,xxxxxx,xxxxxx
5430,,exp,coexpression,10,,TACO1,MRPL44,xxxxxx,xxxxxx
5431,,exp,coexpression,10,,NFKB2,IRF1,xxxxxx,xxxxxx
5432,,exp,coexpression,19,,PCDHGA8,PCDHGC5,xxxxxx,xxxxxx
5433,,exp,coexpression,10,,COX7B,CYC1,xxxxxx,xxxxxx
5434,,exp,coexpression,11,,DNAJB11,NME1,xxxxxx,xxxxxx
5435,,exp,coexpression,12,,GART,UTP4,xxxxxx,xxxxxx
5436,,exp,coexpression,13,,RBM6,ABCD4,xxxxxx,xxxxxx
5437,,exp,coexpression,12,,SH2B1,FAM111A,xxxxxx,xxxxxx
5438,,exp,coexpression,10,,AURKAIP1,LSM1,xxxxxx,xxxxxx
5439,,exp,coexpression,12,,CDK5RAP3,ECHDC2,xxxxxx,xxxxxx
5440,,exp,coexpression,16,,RPS9,RPL13,xxxxxx,xxxxxx
5441,,exp,coexpression,14,,CLP1,C6orf47,xxxxxx,xxxxxx
5442,,exp,coexpression,12,,DNAJB11,OSTC,xxxxxx,xxxxxx
5443,,exp,coexpression,11,,IKZF1,WAS,xxxxxx,xxxxxx
5444,,exp,coexpression,10,,ZSCAN18,CENPT,xxxxxx,xxxxxx
5445,,exp,coexpression,13,,FAN1,RBM5,xxxxxx,xxxxxx
5446,,exp,coexpression,10,,CD300A,LILRB1,xxxxxx,xxxxxx
5447,,exp,coexpression,11,,CLEC10A,FCGR2B,xxxxxx,xxxxxx
5448,,exp,coexpression,10,,TMIGD3,C1QB,xxxxxx,xxxxxx
5449,,exp,coexpression,11,,RTN4IP1,ATP5PB,xxxxxx,xxxxxx
5450,,exp,coexpression,14,,NDUFAB1,NDUFC2,xxxxxx,xxxxxx
5451,,exp,coexpression,11,,PRPF39,FANCL,xxxxxx,xxxxxx
5452,,exp,coexpression,10,,ARRB2,NCF4,xxxxxx,xxxxxx
5453,,exp,coexpression,10,,TSR1,MAK16,xxxxxx,xxxxxx
5454,,exp,coexpression,10,,IARS2,ATP5PB,xxxxxx,xxxxxx
5455,,exp,coexpression,12,,TWNK,LTV1,xxxxxx,xxxxxx
5456,,exp,coexpression,12,,CCNL2,MAPK8IP3,xxxxxx,xxxxxx
5457,,exp,coexpression,10,,ASNA1,ABCD4,xxxxxx,xxxxxx
5458,,exp,coexpression,10,,MYH11,CHRDL1,xxxxxx,xxxxxx
5459,,exp,coexpression,14,,CTSS,CD68,xxxxxx,xxxxxx
5460,,exp,coexpression,10,,KHDC4,CCDC84,xxxxxx,xxxxxx
5461,,exp,coexpression,13,,MRC2,COL1A2,xxxxxx,xxxxxx
5462,,exp,coexpression,10,,GRWD1,C1QBP,xxxxxx,xxxxxx
5463,,exp,coexpression,14,,CD53,NFAM1,xxxxxx,xxxxxx
5464,,exp,coexpression,13,,RAN,ZC3H6,xxxxxx,xxxxxx
5465,,exp,coexpression,10,,TCEAL7,GLT8D2,xxxxxx,xxxxxx
5466,,exp,coexpression,15,,FPR1,S100A9,xxxxxx,xxxxxx
5467,,exp,coexpression,11,,FERMT3,IFI30,xxxxxx,xxxxxx
5468,,exp,coexpression,11,,SF3B5,PHB,xxxxxx,xxxxxx
5469,,exp,coexpression,11,,PSME3,DMTF1,xxxxxx,xxxxxx
5470,,exp,coexpression,14,,ZNF2,ZSWIM3,xxxxxx,xxxxxx
5471,,exp,coexpression,11,,PSMB5,ATP5PF,xxxxxx,xxxxxx
5472,,exp,coexpression,11,,FASTKD5,SMG8,xxxxxx,xxxxxx
5473,,exp,coexpression,10,,COA4,MRPL17,xxxxxx,xxxxxx
5474,,exp,coexpression,10,,SSBP1,CDC123,xxxxxx,xxxxxx
5475,,exp,coexpression,15,,EIF2B5,TRMU,xxxxxx,xxxxxx
5476,,exp,coexpression,10,,IFI16,PTGIR,xxxxxx,xxxxxx
5477,,exp,coexpression,10,,PHB2,EIF3D,xxxxxx,xxxxxx
5478,,exp,coexpression,12,,LAIR1,NCF4,xxxxxx,xxxxxx
5479,,exp,coexpression,10,,COA4,ATG3,xxxxxx,xxxxxx
5480,,exp,coexpression,14,,SRFBP1,PNO1,xxxxxx,xxxxxx
5481,,exp,coexpression,12,,CCDC14,RSRP1,xxxxxx,xxxxxx
5482,,exp,coexpression,12,,TRMT6,PDE12,xxxxxx,xxxxxx
5483,,exp,coexpression,16,,RPL26,RPL12,xxxxxx,xxxxxx
5484,,exp,coexpression,10,,TRMT6,PPRC1,xxxxxx,xxxxxx
5485,,exp,coexpression,11,,MZF1,SUPT7L,xxxxxx,xxxxxx
5486,,exp,coexpression,13,,FARSB,PSMG1,xxxxxx,xxxxxx
5487,,exp,coexpression,10,,MRPS16,GTF3C6,xxxxxx,xxxxxx
5488,,exp,coexpression,10,,PDF,MRPS22,xxxxxx,xxxxxx
5489,,exp,coexpression,11,,SF3B5,HSD17B10,xxxxxx,xxxxxx
5490,,exp,coexpression,15,,RPL6,RPL36,xxxxxx,xxxxxx
5491,,exp,coexpression,11,,SF3B5,NDUFA2,xxxxxx,xxxxxx
5492,,exp,coexpression,10,,PECAM1,GJA4,xxxxxx,xxxxxx
5493,,exp,coexpression,10,,ARPC3,MYL12A,xxxxxx,xxxxxx
5494,,exp,coexpression,11,,COA7,CCT5,xxxxxx,xxxxxx
5495,,exp,coexpression,18,,RPS12,RPS3A,xxxxxx,xxxxxx
5496,,exp,coexpression,10,,MSS51,ZNF182,xxxxxx,xxxxxx
5497,,exp,coexpression,11,,ANTXR1,VIM,xxxxxx,xxxxxx
5498,,exp,coexpression,11,,KCTD13,MBD1,xxxxxx,xxxxxx
5499,,exp,coexpression,10,,AOX1,SAMHD1,xxxxxx,xxxxxx
5500,,exp,coexpression,10,,FGFR1OP,OGFOD2,xxxxxx,xxxxxx
5501,,exp,coexpression,19,,SMN2,SMN1,xxxxxx,xxxxxx
5502,,exp,coexpression,14,,RPS25,ZNF90,xxxxxx,xxxxxx
5503,,exp,coexpression,14,,THOC1,PABPN1,xxxxxx,xxxxxx
5504,,exp,coexpression,10,,SF3B5,CLPP,xxxxxx,xxxxxx
5505,,exp,coexpression,10,,UBE2M,STRAP,xxxxxx,xxxxxx
5506,,exp,coexpression,10,,MDH2,EIF6,xxxxxx,xxxxxx
5507,,exp,coexpression,16,,AIF1,C1QA,xxxxxx,xxxxxx
5508,,exp,coexpression,13,,PES1,RRP15,xxxxxx,xxxxxx
5509,,exp,coexpression,10,,CREBZF,ANKZF1,xxxxxx,xxxxxx
5510,,exp,coexpression,18,,MT1E,MT2A,xxxxxx,xxxxxx
5511,,exp,coexpression,12,,CLPP,RPL26L1,xxxxxx,xxxxxx
5512,,exp,coexpression,10,,HARS2,TRIM52,xxxxxx,xxxxxx
5513,,exp,coexpression,13,,PSMB6,POMP,xxxxxx,xxxxxx
5514,,exp,coexpression,15,,C3AR1,MSR1,xxxxxx,xxxxxx
5515,,exp,coexpression,11,,GPATCH4,EIF4G1,xxxxxx,xxxxxx
